HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N0.HOG0003501	OG0001275	n4	jg23664.t1	ApeQuad10285-RA	rna-XM_040184558.1		GwA_13030-RA	
N0.HOG0003502	OG0001276	n1	jg21017.t1		rna-XM_040181904.1		GwA_11632-RA	
N0.HOG0003503	OG0001276	n3	jg8870.t1, jg8870.t2	ApeQuad10723-RA	rna-XM_040202096.1		GwA_25405-RA	
N0.HOG0003504	OG0001277	n1	jg2519.t1	ApeQuad18142-RA	rna-XM_040160056.1		GwA_28592-RA	
N0.HOG0003505	OG0001277	n4	jg8946.t1	ApeQuad10750-RA	rna-XM_040200746.1		GwA_25473-RA	
N0.HOG0003506	OG0001278	n1	jg11006.t1	ApeQuad00490-RA	rna-XM_040192970.1		GwA_00719-RA	
N0.HOG0003507	OG0001278	n4	jg8996.t1	ApeQuad10792-RA	rna-XM_040202191.1		GwA_25544-RA	
N0.HOG0003508	OG0001279	n1	jg32502.t1	ApeQuad07619-RA	rna-XM_040192150.1			GwY_00452-RA
N0.HOG0003509	OG0001279	n4	jg9067.t1	ApeQuad10845-RA	rna-XM_040202554.1		GwA_25614-RA	
N0.HOG0003510	OG0001280	n0	jg9101.t3, jg9101.t5, jg9101.t1, jg9101.t2, jg9101.t4	ApeQuad10855-RA	rna-XM_040202046.1		GwA_25621-RA	
N0.HOG0003511	OG0001281	n0	jg9283.t1	ApeQuad11025-RA, ApeQuad11026-RA	rna-XM_040201435.1, rna-XM_040202232.1, rna-XM_040202246.1, rna-XM_040202249.1		GwA_25884-RA	
N0.HOG0003512	OG0001282	n1	jg4464.t1	ApeQuad01976-RA	rna-XM_040203161.1		GwA_02544-RA	
N0.HOG0003513	OG0001282	n4	jg9339.t1	ApeQuad11070-RA	rna-XM_040201769.1		GwA_25972-RA	
N0.HOG0003514	OG0001283	n1	jg4500.t1		rna-XM_040164547.1			
N0.HOG0003515	OG0001283	n2	jg9342.t1	ApeQuad11073-RA, ApeQuad11075-RA	rna-XM_040202065.1		GwA_25975-RA, GwA_25977-RA	
N0.HOG0003516	OG0001284	n1	jg18586.t1	ApeQuad09258-RA	rna-XM_040165972.1		GwA_31903-RA	
N0.HOG0003517	OG0001284	n4	jg9367.t1	ApeQuad11097-RA	rna-XM_040202578.1		GwA_26013-RA	
N0.HOG0003518	OG0001285	n1	jg16521.t1	ApeQuad15320-RA	rna-XM_040191519.1		GwA_17717-RA	
N0.HOG0003519	OG0001285	n4	jg9506.t1	ApeQuad11294-RA	rna-XM_040200589.1		GwA_26157-RA	
N0.HOG0003520	OG0001286	n1	jg9533.t1, jg10736.t1	ApeQuad21783-RA, ApeQuad11276-RA				
N0.HOG0003521	OG0001286	n4	jg9532.t1	ApeQuad21784-RA	rna-XM_040202207.1		GwA_26183-RA	
N0.HOG0003522	OG0001287	n1	jg25804.t1	ApeQuad20397-RA	rna-XM_040173782.1		GwA_06344-RA	
N0.HOG0003523	OG0001287	n4	jg9544.t1	ApeQuad11267-RA	rna-XM_040200676.1		GwA_26198-RA	
N0.HOG0003524	OG0001288	n1	jg9576.t1		rna-XM_040202208.1		GwA_26222-RA, GwA_26223-RA	
N0.HOG0003525	OG0001288	n4	jg9575.t1, jg9577.t1	ApeQuad11247-RA			GwA_26225-RA	
N0.HOG0003526	OG0001289	n0	jg9613.t1, jg6025.t1, jg27800.t1, jg20698.t1, jg7154.t1, jg24716.t1, jg10411.t1		rna-XM_040202209.1			
N0.HOG0003527	OG0001290	n1	jg4505.t1	ApeQuad01945-RA	rna-XM_040168320.1		GwA_02586-RA	
N0.HOG0003528	OG0001290	n4	jg9617.t1	ApeQuad11219-RA	rna-XM_040202427.1		GwA_26256-RA	
N0.HOG0003529	OG0001291	n1	jg31815.t1	ApeQuad19284-RA	rna-XM_040167767.1		GwA_33149-RA	
N0.HOG0003530	OG0001291	n4	jg9642.t1	ApeQuad11206-RA	rna-XM_040201228.1		GwA_26279-RA	
N0.HOG0003531	OG0001292	n1	jg4432.t1	ApeQuad01611-RA	rna-XM_040199061.1			
N0.HOG0003532	OG0001292	n3	jg9690.t1, jg9690.t2	ApeQuad11173-RA	rna-XM_040201713.1		GwA_26321-RA	
N0.HOG0003533	OG0001293	n0	jg9747.t1	ApeQuad01186-RA, ApeQuad11418-RA	rna-XM_040191514.1, rna-XM_040201452.1		GwA_01451-RA, GwA_26369-RA, GwA_26370-RA	
N0.HOG0003534	OG0001294	n1	jg20239.t1	ApeQuad16825-RA	rna-XM_040188073.1		GwA_17009-RA	
N0.HOG0003535	OG0001294	n4	jg9810.t1	ApeQuad11386-RA	rna-XM_040201811.1		GwA_26414-RA	
N0.HOG0003536	OG0001295	n0	jg9916.t1		rna-XM_040202278.1, rna-XM_040200893.1, rna-XM_040200871.1, rna-XM_040200899.1, rna-XM_040200887.1		GwA_26496-RA, GwA_38932-RA	
N0.HOG0003537	OG0001296	n1	jg20081.t2, jg20081.t1		rna-XM_040188673.1		GwA_17164-RA	
N0.HOG0003538	OG0001296	n4	jg9970.t1, jg9971.t1	ApeQuad11462-RA	rna-XM_040189461.1			
N0.HOG0003539	OG0001297	n0	jg28726.t1, jg5584.t1, jg32257.t1, jg28725.t1	ApeQuad05970-RA	rna-XM_040163180.1	rna-XM_040168813.1	GwA_29971-RA	
N0.HOG0003540	OG0001298	n1	jg5625.t1	ApeQuad05627-RA	rna-XM_040204708.1		GwA_26784-RA	
N0.HOG0003541	OG0001298	n4	jg5626.t1, jg5629.t1		rna-XM_040204702.1		GwA_26787-RA	
N0.HOG0003542	OG0001299	n1	jg20475.t1	ApeQuad16650-RA	rna-XM_040188889.1		GwA_16780-RA	
N0.HOG0003543	OG0001299	n4	jg5648.t1	ApeQuad05619-RA	rna-XM_040203621.1		GwA_26806-RA	
N0.HOG0003544	OG0001300	n1	jg28501.t1	ApeQuad05817-RA	rna-XM_040162982.1	rna-XM_040168050.1	GwA_29768-RA	
N0.HOG0003545	OG0001300	n5	jg5675.t1		rna-XM_040203293.1		GwA_26820-RA	
N0.HOG0003546	OG0001301	n0	jg5678.t1	ApeQuad18952-RA, ApeQuad13479-RA, ApeQuad05336-RA, ApeQuad05335-RA, ApeQuad05334-RA	rna-XM_040204578.1		GwA_26822-RA	
N0.HOG0003547	OG0001302	n1	jg6261.t1, jg6261.t2		rna-XM_040204406.1			
N0.HOG0003548	OG0001302	n3	jg5699.t1, jg33352.t1, jg33352.t2		rna-XM_040192609.1		GwA_19544-RA	
N0.HOG0003549	OG0001303	n1	jg33528.t1	ApeQuad06767-RA	rna-XM_040193705.1		GwA_19367-RA	
N0.HOG0003550	OG0001303	n4	jg5715.t1	ApeQuad05346-RA	rna-XM_040203738.1		GwA_26835-RA	
N0.HOG0003551	OG0001304	n1	jg33532.t1	ApeQuad06768-RA				
N0.HOG0003552	OG0001304	n3	jg29609.t1	ApeQuad05540-RA, ApeQuad18428-RA, ApeQuad06714-RA				
N0.HOG0003553	OG0001304	n6	jg5762.t1	ApeQuad05350-RA				
N0.HOG0003554	OG0001305	n1	jg31414.t1	ApeQuad18967-RA	rna-XM_040167235.1		GwA_32719-RA	
N0.HOG0003555	OG0001305	n4	jg5900.t1	ApeQuad05410-RA	rna-XM_040204605.1		GwA_26909-RA	
N0.HOG0003556	OG0001306	n0	jg5998.t1	ApeQuad05478-RA, ApeQuad05477-RA	rna-XM_040204695.1, rna-XM_040203994.1		GwA_27019-RA, GwA_27015-RA, GwA_27017-RA	
N0.HOG0003557	OG0001307	n1	jg32318.t1	ApeQuad07687-RA	rna-XM_040193217.1		GwA_21243-RA	GwY_00807-RA
N0.HOG0003558	OG0001307	n5	jg6003.t1		rna-XM_040204325.1		GwA_27026-RA	
N0.HOG0003559	OG0001308	n2	jg33267.t1		rna-XM_040192371.1		GwA_19611-RA	GwY_00398-RA
N0.HOG0003560	OG0001308	n5	jg6063.t1		rna-XM_040204827.1		GwA_27079-RA	
N0.HOG0003561	OG0001309	n0	jg6112.t1, jg6154.t1	ApeQuad05555-RA, ApeQuad05579-RA	rna-XM_040204237.1, rna-XM_040204768.1		GwA_27118-RA, GwA_27148-RA	
N0.HOG0003562	OG0001310	n2	jg32966.t1	ApeQuad07221-RA	rna-XM_040194578.1			GwY_00129-RA
N0.HOG0003563	OG0001310	n5	jg6116.t1	ApeQuad05558-RA	rna-XM_040205134.1			
N0.HOG0003564	OG0001311	n1	jg32970.t1	ApeQuad07217-RA	rna-XM_040194008.1			GwY_00133-RA
N0.HOG0003565	OG0001311	n4	jg6124.t1	ApeQuad05562-RA	rna-XM_040203144.1		GwA_27129-RA	
N0.HOG0003566	OG0001312	n1	jg32492.t1		rna-XM_040192672.1		GwA_20837-RA	GwY_00444-RA
N0.HOG0003567	OG0001312	n4	jg6184.t1	ApeQuad05606-RA	rna-XM_040202648.1		GwA_27173-RA	
N0.HOG0003568	OG0001313	n1	jg32666.t1	ApeQuad07491-RA	rna-XM_040194097.1		GwA_20741-RA	
N0.HOG0003569	OG0001313	n4	jg6223.t1	ApeQuad05295-RA	rna-XM_040202847.1		GwA_27210-RA	
N0.HOG0003570	OG0001314	n1	jg33353.t1	ApeQuad06865-RA	rna-XM_040192605.1		GwA_19543-RA	
N0.HOG0003571	OG0001314	n4	jg6263.t1	ApeQuad05262-RA	rna-XM_040204396.1		GwA_27249-RA	
N0.HOG0003572	OG0001315	n0	jg6359.t1	ApeQuad04557-RA, ApeQuad21905-RA	rna-XM_040205070.1, rna-XM_040202832.1, rna-XM_040202830.1		GwA_27424-RA, GwA_27354-RA	
N0.HOG0003573	OG0001316	n1	jg6557.t1	ApeQuad04628-RA	rna-XM_040203333.1		GwA_27528-RA	
N0.HOG0003574	OG0001316	n4	jg6409.t1	ApeQuad05141-RA	rna-XM_040203357.1		GwA_27376-RA	
N0.HOG0003575	OG0001317	n0	jg6417.t1	ApeQuad05135-RA, ApeQuad05116-RA, ApeQuad06623-RA	rna-XM_040203601.1, rna-XM_040203150.1, rna-XM_040162963.1		GwA_28347-RA	
N0.HOG0003576	OG0001318	n2	jg6420.t1	ApeQuad05132-RA			GwA_27387-RA	
N0.HOG0003577	OG0001318	n4	jg6419.t1	ApeQuad05133-RA			GwA_27386-RA, GwA_27385-RA	
N0.HOG0003578	OG0001319	n1	jg32628.t1		rna-XM_040192716.1		GwA_20710-RA	
N0.HOG0003579	OG0001319	n3	jg6506.t1, jg29205.t1		rna-XM_040203975.1	rna-XM_040169045.1	GwA_27468-RA	
N0.HOG0003580	OG0001320	n2	jg32544.t1		rna-XM_040192155.1		GwA_20790-RA	GwY_00477-RA
N0.HOG0003581	OG0001320	n5	jg6518.t1		rna-XM_040202994.1		GwA_27485-RA	
N0.HOG0003582	OG0001321	n1	jg26067.t1, jg26067.t2	ApeQuad20544-RA	rna-XM_040174199.1		GwA_06360-RA	
N0.HOG0003583	OG0001321	n5	jg6531.t1	ApeQuad04605-RA			GwA_27499-RA	
N0.HOG0003584	OG0001322	n1	jg32806.t1	ApeQuad07369-RA	rna-XM_040193644.1		GwA_20129-RA	GwY_00624-RA
N0.HOG0003585	OG0001322	n5	jg6552.t1	ApeQuad04622-RA	rna-XM_040203217.1			
N0.HOG0003586	OG0001323	n1	jg32804.t1		rna-XM_040193386.1		GwA_20131-RA	GwY_00626-RA
N0.HOG0003587	OG0001323	n4	jg6553.t1	ApeQuad04623-RA	rna-XM_040203221.1		GwA_27524-RA	
N0.HOG0003588	OG0001324	n1	jg6951.t1	ApeQuad04655-RA	rna-XM_040204055.1		GwA_27557-RA	
N0.HOG0003589	OG0001324	n4	jg6591.t1	ApeQuad04952-RA	rna-XM_040203062.1		GwA_27936-RA	
N0.HOG0003590	OG0001325	n1	jg6598.t2, jg6940.t1	ApeQuad04945-RA	rna-XM_040204376.1		GwA_27927-RA	
N0.HOG0003591	OG0001325	n5	jg6598.t1	ApeQuad04662-RA	rna-XM_040204984.1			
N0.HOG0003592	OG0001326	n1	jg6937.t1	ApeQuad04943-RA	rna-XM_040204600.1		GwA_27922-RA	
N0.HOG0003593	OG0001326	n4	jg6601.t1	ApeQuad04664-RA	rna-XM_040204784.1		GwA_27568-RA	
N0.HOG0003594	OG0001327	n0	jg6626.t1	ApeQuad04682-RA, ApeQuad07289-RA	rna-XM_040204253.1, rna-XM_040192941.1		GwA_27591-RA, GwA_20016-RA	GwY_00737-RA
N0.HOG0003595	OG0001328	n1	jg19014.t1	ApeQuad08925-RA	rna-XM_040164894.1		GwA_31255-RA	
N0.HOG0003596	OG0001328	n4	jg6640.t1	ApeQuad04694-RA	rna-XM_040203596.1		GwA_27605-RA	
N0.HOG0003597	OG0001329	n1	jg32846.t1	ApeQuad07331-RA	rna-XM_040193612.1			GwY_00579-RA
N0.HOG0003598	OG0001329	n4	jg6645.t1	ApeQuad04700-RA	rna-XM_040202811.1		GwA_27613-RA	
N0.HOG0003599	OG0001330	n2	jg32913.t1		rna-XM_040193909.1		GwA_19980-RA	GwY_00081-RA
N0.HOG0003600	OG0001330	n5	jg6675.t1		rna-XM_040204202.1		GwA_27643-RA	
N0.HOG0003601	OG0001331	n1					GwA_19955-RA	GwY_00101-RA
N0.HOG0003602	OG0001331	n3	jg32933.t3	ApeQuad07250-RA	rna-XM_040193883.1			
N0.HOG0003603	OG0001331	n5	jg6680.t1	ApeQuad04730-RA	rna-XM_040204101.1			
N0.HOG0003604	OG0001332	n2	jg6791.t1	ApeQuad04828-RA	rna-XM_040204071.1		GwA_27753-RA	
N0.HOG0003605	OG0001332	n5	jg33104.t1	ApeQuad07068-RA	rna-XM_040192263.1			
N0.HOG0003606	OG0001333	n1	jg33490.t1	ApeQuad06954-RA	rna-XM_040193773.1		GwA_19409-RA	
N0.HOG0003607	OG0001333	n4	jg6905.t1	ApeQuad04922-RA	rna-XM_040202925.1		GwA_27881-RA	
N0.HOG0003608	OG0001334	n1	jg29277.t1	ApeQuad06416-RA	rna-XM_040163059.1		GwA_30858-RA	
N0.HOG0003609	OG0001334	n4	jg6906.t1	ApeQuad04924-RA	rna-XM_040202908.1		GwA_27884-RA	
N0.HOG0003610	OG0001335	n0	jg6987.t1, jg6987.t2	ApeQuad06722-RA	rna-XM_040193558.1, rna-XM_040203893.1		GwA_19264-RA, GwA_19262-RA, GwA_27974-RA	
N0.HOG0003611	OG0001336	n1	jg32397.t1	ApeQuad07736-RA	rna-XM_040192403.1		GwA_21095-RA	GwY_00055-RA
N0.HOG0003612	OG0001336	n5	jg7119.t1		rna-XM_040204511.1		GwA_28025-RA	
N0.HOG0003613	OG0001337	n0	jg3081.t1, jg3129.t1, jg3128.t1, jg32113.t1, jg134.t1, jg7144.t1, jg60.t1		rna-XM_040185888.1			
N0.HOG0003614	OG0001338	n2	jg7161.t1		rna-XM_040203689.1		GwA_28254-RA	
N0.HOG0003615	OG0001338	n4	jg7160.t1		rna-XM_040203682.1		GwA_28250-RA, GwA_28252-RA	
N0.HOG0003616	OG0001339	n1	jg33433.t1	ApeQuad06909-RA	rna-XM_040193508.1		GwA_19469-RA	
N0.HOG0003617	OG0001339	n4	jg7164.t1	ApeQuad05063-RA	rna-XM_040203690.1		GwA_28261-RA	
N0.HOG0003618	OG0001340	n1	jg33439.t1	ApeQuad06906-RA	rna-XM_040194063.1		GwA_19464-RA	
N0.HOG0003619	OG0001340	n4	jg7172.t1	ApeQuad05066-RA	rna-XM_040204307.1		GwA_28264-RA	
N0.HOG0003620	OG0001341	n3	jg2669.t1		rna-XM_040173412.1		GwA_05072-RA	
N0.HOG0003621	OG0001341	n5	jg28815.t1		rna-XM_040163990.1		GwA_30065-RA	
N0.HOG0003622	OG0001342	n1	jg21295.t1	ApeQuad13674-RA	rna-XM_040181593.1		GwA_11877-RA	
N0.HOG0003623	OG0001342	n4	jg2750.t1	ApeQuad07815-RA	rna-XM_040174090.1		GwA_05032-RA	
N0.HOG0003624	OG0001343	n1	jg2857.t1, jg2857.t2	ApeQuad07836-RA				
N0.HOG0003625	OG0001343	n3	jg2856.t1	ApeQuad07835-RA	rna-XM_040175309.1		GwA_05011-RA, GwA_05013-RA	
N0.HOG0003626	OG0001344	n1	jg8753.t1	ApeQuad03539-RA	rna-XM_040186290.1		GwA_14741-RA	
N0.HOG0003627	OG0001344	n4	jg2959.t1	ApeQuad07860-RA	rna-XM_040174005.1		GwA_04969-RA	
N0.HOG0003628	OG0001345	n1	jg22080.t1	ApeQuad14228-RA	rna-XM_040180500.1		GwA_12824-RA	
N0.HOG0003629	OG0001345	n4	jg2991.t1	ApeQuad07881-RA	rna-XM_040172716.1		GwA_04945-RA	
N0.HOG0003630	OG0001346	n1	jg7861.t1	ApeQuad04203-RA	rna-XM_040187170.1		GwA_15718-RA	
N0.HOG0003631	OG0001346	n4	jg3008.t1	ApeQuad07888-RA	rna-XM_040172774.1		GwA_04936-RA	
N0.HOG0003632	OG0001347	n1	jg7862.t1	ApeQuad04202-RA	rna-XM_040187497.1		GwA_15717-RA	
N0.HOG0003633	OG0001347	n4	jg3011.t1	ApeQuad07889-RA	rna-XM_040172754.1		GwA_04935-RA	
N0.HOG0003634	OG0001348	n0	jg3020.t1	ApeQuad07897-RA, ApeQuad07898-RA	rna-XM_040173463.1		GwA_04923-RA, GwA_25496-RA, GwA_13170-RA, GwA_04921-RA	
N0.HOG0003635	OG0001349	n1	jg3084.t1	ApeQuad07931-RA	rna-XM_040174330.1		GwA_05080-RA	
N0.HOG0003636	OG0001349	n4	jg22132.t1	ApeQuad07932-RA, ApeQuad14214-RA			GwA_12844-RA	
N0.HOG0003637	OG0001350	n1	jg8646.t1	ApeQuad03447-RA	rna-XM_040186648.1		GwA_14866-RA	
N0.HOG0003638	OG0001350	n4	jg3236.t1	ApeQuad08018-RA	rna-XM_040174141.1		GwA_05412-RA	
N0.HOG0003639	OG0001351	n3	jg3289.t1		rna-XM_040172747.1		GwA_05455-RA	
N0.HOG0003640	OG0001351	n5	jg3287.t1				GwA_05453-RA	
N0.HOG0003641	OG0001351	n6	jg3288.t1				GwA_05457-RA	
N0.HOG0003642	OG0001352	n1	jg4488.t1	ApeQuad01958-RA	rna-XM_040163526.1		GwA_02575-RA	
N0.HOG0003643	OG0001352	n4	jg3321.t1	ApeQuad08075-RA	rna-XM_040173293.1		GwA_05492-RA	
N0.HOG0003644	OG0001353	n1	jg1086.t1	ApeQuad14446-RA	rna-XM_040198780.1		GwA_24268-RA	
N0.HOG0003645	OG0001353	n4	jg3365.t1	ApeQuad08106-RA	rna-XM_040174770.1		GwA_05546-RA	
N0.HOG0003646	OG0001354	n1	jg3366.t1	ApeQuad08107-RA	rna-XM_040175028.1		GwA_05548-RA	
N0.HOG0003647	OG0001354	n4	jg1074.t1	ApeQuad14453-RA			GwA_12518-RA, GwA_24273-RA	
N0.HOG0003648	OG0001355	n1	jg8796.t1	ApeQuad03573-RA	rna-XM_040187669.1		GwA_14440-RA	
N0.HOG0003649	OG0001355	n4	jg3440.t1	ApeQuad08171-RA	rna-XM_040173698.1		GwA_05628-RA	
N0.HOG0003650	OG0001356	n1	jg8792.t1	ApeQuad03570-RA	rna-XM_040187498.1		GwA_14442-RA	
N0.HOG0003651	OG0001356	n4	jg3443.t1	ApeQuad08175-RA	rna-XM_040172648.1		GwA_05636-RA	
N0.HOG0003652	OG0001357	n1	jg8798.t1	ApeQuad03575-RA	rna-XM_040185960.1		GwA_14438-RA	
N0.HOG0003653	OG0001357	n4	jg3446.t1	ApeQuad08177-RA	rna-XM_040172650.1		GwA_05639-RA	
N0.HOG0003654	OG0001358	n1	jg8179.t1	ApeQuad03977-RA	rna-XM_040186408.1		GwA_15393-RA	
N0.HOG0003655	OG0001358	n4	jg3461.t1	ApeQuad08185-RA	rna-XM_040173684.1		GwA_05658-RA	
N0.HOG0003656	OG0001359	n1	jg8183.t1	ApeQuad03973-RA	rna-XM_040187646.1		GwA_15388-RA	
N0.HOG0003657	OG0001359	n4	jg3462.t1	ApeQuad08186-RA	rna-XM_040173679.1		GwA_05660-RA	
N0.HOG0003658	OG0001360	n0	jg3464.t1		rna-XM_040172784.1, rna-XM_040173678.1, rna-XM_040174625.1, rna-XM_040175626.1		GwA_05664-RA, GwA_05662-RA, GwA_05663-RA	
N0.HOG0003659	OG0001361	n1	jg21298.t1	ApeQuad13676-RA	rna-XM_040179897.1		GwA_11882-RA	
N0.HOG0003660	OG0001361	n4	jg3502.t1	ApeQuad08213-RA	rna-XM_040172909.1		GwA_05709-RA	
N0.HOG0003661	OG0001362	n0	jg3512.t2, jg3509.t1, jg3511.t1, jg3512.t1	ApeQuad08216-RA, ApeQuad08215-RA, ApeQuad13675-RA, ApeQuad08217-RA				
N0.HOG0003662	OG0001363	n1	jg8156.t1	ApeQuad03995-RA	rna-XM_040187172.1		GwA_15428-RA	
N0.HOG0003663	OG0001363	n4	jg3528.t1	ApeQuad08236-RA	rna-XM_040172502.1		GwA_05741-RA	
N0.HOG0003664	OG0001364	n0	jg22255.t1, jg3550.t1	ApeQuad08259-RA, ApeQuad08258-RA	rna-XM_040173550.1, rna-XM_040181650.1		GwA_05775-RA, GwA_12952-RA	
N0.HOG0003665	OG0001365	n1	jg30325.t1	ApeQuad12206-RA	rna-XM_040178867.1		GwA_09936-RA	
N0.HOG0003666	OG0001365	n4	jg3552.t1	ApeQuad08261-RA	rna-XM_040173502.1		GwA_05777-RA	
N0.HOG0003667	OG0001366	n1	jg11960.t1, jg11960.t2, jg11960.t3				GwA_11285-RA	
N0.HOG0003668	OG0001366	n4	jg3587.t1, jg3587.t2	ApeQuad08285-RA			GwA_05821-RA	
N0.HOG0003669	OG0001367	n1	jg21821.t1	ApeQuad14115-RA	rna-XM_040181024.1		GwA_12585-RA	
N0.HOG0003670	OG0001367	n4	jg3915.t1, jg3617.t1	ApeQuad08308-RA			GwA_05860-RA	
N0.HOG0003671	OG0001368	n0	jg3646.t1	ApeQuad08334-RA, ApeQuad08330-RA, ApeQuad08332-RA	rna-XM_040172795.1, rna-XM_040175390.1		GwA_05892-RA, GwA_05896-RA	
N0.HOG0003672	OG0001369	n1	jg30548.t1	ApeQuad12031-RA	rna-XM_040178561.1		GwA_09701-RA	
N0.HOG0003673	OG0001369	n4	jg3770.t1		rna-XM_040175604.1, rna-XM_040175605.1		GwA_06027-RA	
N0.HOG0003674	OG0001370	n1	jg31174.t1	ApeQuad18827-RA	rna-XM_040166631.1		GwA_32572-RA, GwA_32573-RA	
N0.HOG0003675	OG0001370	n5	jg3815.t1	ApeQuad08453-RA			GwA_06062-RA	
N0.HOG0003676	OG0001371	n1	jg21966.t1	ApeQuad21932-RA	rna-XM_040180373.1		GwA_12722-RA	
N0.HOG0003677	OG0001371	n4	jg3858.t1	ApeQuad08489-RA	rna-XM_040173992.1		GwA_06097-RA	
N0.HOG0003678	OG0001372	n1	jg8438.t1	ApeQuad03734-RA	rna-XM_040186520.1		GwA_15079-RA	
N0.HOG0003679	OG0001372	n4	jg3861.t1	ApeQuad08491-RA	rna-XM_040174695.1		GwA_06099-RA	
N0.HOG0003680	OG0001373	n1	jg8440.t1	ApeQuad03733-RA	rna-XM_040186530.1		GwA_15077-RA	
N0.HOG0003681	OG0001373	n4	jg3862.t1	ApeQuad08492-RA	rna-XM_040174697.1		GwA_06100-RA	
N0.HOG0003682	OG0001374	n1	jg21711.t1	ApeQuad14019-RA	rna-XM_040179866.1		GwA_12467-RA	
N0.HOG0003683	OG0001374	n4	jg3901.t1	ApeQuad08514-RA	rna-XM_040173770.1		GwA_06130-RA	
N0.HOG0003684	OG0001375	n1	jg8166.t1	ApeQuad03986-RA	rna-XM_040186596.1		GwA_15416-RA	
N0.HOG0003685	OG0001375	n4	jg3977.t1	ApeQuad08591-RA	rna-XM_040174095.1		GwA_06196-RA	
N0.HOG0003686	OG0001376	n1	jg8463.t1	ApeQuad03720-RA	rna-XM_040187354.1		GwA_15062-RA	
N0.HOG0003687	OG0001376	n4	jg4024.t1	ApeQuad08568-RA	rna-XM_040174660.1		GwA_06218-RA	
N0.HOG0003688	OG0001377	n1	jg1944.t1	ApeQuad18565-RA	rna-XM_040160117.1		GwA_29200-RA	
N0.HOG0003689	OG0001377	n4	jg4036.t1	ApeQuad09400-RA	rna-XM_040164268.1		GwA_32460-RA	
N0.HOG0003690	OG0001378	n1	jg16431.t1	ApeQuad15386-RA	rna-XM_040191422.1		GwA_17819-RA	
N0.HOG0003691	OG0001378	n4	jg31215.t1	ApeQuad21894-RA, ApeQuad18844-RA			GwA_32540-RA	
N0.HOG0003692	OG0001379	n0	jg31320.t1	ApeQuad13323-RA, ApeQuad18895-RA	rna-XM_040171403.1, rna-XM_040166898.1		GwA_04715-RA, GwA_04714-RA, GwA_32599-RA	
N0.HOG0003693	OG0001380	n1	jg27359.t1	ApeQuad13075-RA	rna-XM_040172023.1		GwA_04375-RA	
N0.HOG0003694	OG0001380	n4	jg31380.t1	ApeQuad18938-RA	rna-XM_040167241.1		GwA_32672-RA	
N0.HOG0003695	OG0001381	n1	jg28071.t1	ApeQuad12528-RA	rna-XM_040170862.1		GwA_03579-RA	
N0.HOG0003696	OG0001381	n4	jg31451.t1	ApeQuad19000-RA	rna-XM_040167766.1		GwA_32756-RA	
N0.HOG0003697	OG0001382	n1	jg8117.t1	ApeQuad03927-RA	rna-XM_040187471.1		GwA_15466-RA	
N0.HOG0003698	OG0001382	n4	jg31485.t1	ApeQuad19026-RA	rna-XM_040166600.1		GwA_32785-RA	
N0.HOG0003699	OG0001383	n1	jg28070.t1	ApeQuad12529-RA	rna-XM_040170861.1		GwA_03580-RA	
N0.HOG0003700	OG0001383	n4	jg31515.t1	ApeQuad19289-RA	rna-XM_040167040.1		GwA_32818-RA	
N0.HOG0003701	OG0001384	n1	jg26585.t1	ApeQuad20896-RA	rna-XM_040173766.1		GwA_06961-RA	
N0.HOG0003702	OG0001384	n4	jg31524.t1	ApeQuad19060-RA	rna-XM_040167923.1		GwA_32835-RA	
N0.HOG0003703	OG0001385	n1	jg28239.t1	ApeQuad12457-RA	rna-XM_040170785.1		GwA_03534-RA	
N0.HOG0003704	OG0001385	n4	jg31537.t1	ApeQuad19070-RA	rna-XM_040167093.1		GwA_32848-RA	
N0.HOG0003705	OG0001386	n1	jg33380.t1	ApeQuad06891-RA	rna-XM_040192531.1		GwA_19512-RA	
N0.HOG0003706	OG0001386	n4	jg31557.t1	ApeQuad19087-RA	rna-XM_040167474.1		GwA_32870-RA	
N0.HOG0003707	OG0001387	n2	jg2511.t1	ApeQuad18137-RA	rna-XM_040161479.1			
N0.HOG0003708	OG0001387	n4	jg31608.t1, jg31608.t2	ApeQuad19138-RA	rna-XM_040167689.1			
N0.HOG0003709	OG0001388	n1	jg27995.t1	ApeQuad12580-RA	rna-XM_040171857.1		GwA_03862-RA	
N0.HOG0003710	OG0001388	n4	jg31639.t1	ApeQuad19167-RA	rna-XM_040166890.1		GwA_32964-RA	
N0.HOG0003711	OG0001389	n1	jg27992.t1	ApeQuad12583-RA	rna-XM_040170428.1		GwA_03866-RA	
N0.HOG0003712	OG0001389	n4	jg31646.t1	ApeQuad19173-RA	rna-XM_040167667.1		GwA_32972-RA	
N0.HOG0003713	OG0001390	n1	jg27269.t1	ApeQuad13147-RA	rna-XM_040172231.1		GwA_04463-RA	
N0.HOG0003714	OG0001390	n4	jg31774.t1	ApeQuad19258-RA	rna-XM_040167900.1		GwA_33110-RA	
N0.HOG0003715	OG0001391	n1	jg27265.t1	ApeQuad13150-RA	rna-XM_040172348.1		GwA_04468-RA	
N0.HOG0003716	OG0001391	n4	jg31777.t1	ApeQuad19261-RA	rna-XM_040167448.1		GwA_33114-RA	
N0.HOG0003717	OG0001392	n2	jg26756.t1		rna-XM_040170647.1		GwA_04866-RA	
