HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N2.HOG0001957	OG0000671	n1					g8195.t2	
N2.HOG0001958	OG0000671	n4					g1281.t1	
N2.HOG0001959	OG0000672	n1					g7968.t1	
N2.HOG0001960	OG0000672	n4					g1351.t1	
N2.HOG0001961	OG0000673	n2					g4485.t1	
N2.HOG0001962	OG0000673	n5					g16166.t1, g19868.t1, g20804.t1	
N2.HOG0001963	OG0000675	n1					g5891.t4	
N2.HOG0001964	OG0000675	n4					g4605.t1	
N2.HOG0001965	OG0000676	n1					g6427.t1	
N2.HOG0001966	OG0000676	n4					g4978.t1	
N2.HOG0001967	OG0000677	n1					g6419.t2	
N2.HOG0001968	OG0000677	n4					g4983.t1	
N2.HOG0001969	OG0000678	n1					g6053.t1	
N2.HOG0001970	OG0000678	n5					g4994.t1	
N2.HOG0001971	OG0000679	n1					g334.t1	
N2.HOG0001972	OG0000679	n4					g5035.t1	
N2.HOG0001973	OG0000680	n1					g18944.t3	
N2.HOG0001974	OG0000680	n5					g5050.t2	
N2.HOG0001975	OG0000681	n0					g1066.t1, g15868.t1, g15928.t1, g15979.t2, g6533.t1, g15918.t2	g22812.t1
N2.HOG0001976	OG0000682	n1					g12098.t1	
N2.HOG0001977	OG0000682	n4					g5249.t1	
N2.HOG0001978	OG0000683	n1					g6062.t1	
N2.HOG0001979	OG0000683	n5					g5277.t1	
N2.HOG0001980	OG0000684	n1					g5741.t2	
N2.HOG0001981	OG0000684	n5					g5292.t1	
N2.HOG0001982	OG0000685	n1					g6064.t1	
N2.HOG0001983	OG0000685	n4					g5426.t1	
N2.HOG0001984	OG0000686	n1					g8664.t1, g8666.t1	
N2.HOG0001985	OG0000686	n5					g5428.t1	
N2.HOG0001986	OG0000687	n1					g5519.t1	
N2.HOG0001987	OG0000687	n5					g565.t1	
N2.HOG0001988	OG0000687	n6					g18739.t1	
N2.HOG0001989	OG0000688	n0					g5525.t2	
N2.HOG0001990	OG0000689	n1					g5554.t1	
N2.HOG0001991	OG0000689	n4					g6349.t1, g5556.t1	
N2.HOG0001992	OG0000690	n1					g2706.t1	
N2.HOG0001993	OG0000690	n4					g473.t1	
N2.HOG0001994	OG0000690	n7					g5570.t1	
N2.HOG0001995	OG0000691	n1					g5942.t1	
N2.HOG0001996	OG0000691	n4					g5593.t1	
N2.HOG0001997	OG0000692	n1					g5761.t1	
N2.HOG0001998	OG0000692	n4					g5696.t1	
N2.HOG0001999	OG0000693	n1					g6051.t2	
N2.HOG0002000	OG0000693	n4					g5685.t1	
N2.HOG0002001	OG0000694	n2					g6294.t1	
N2.HOG0002002	OG0000694	n5					g5601.t2	
N2.HOG0002003	OG0000695	n1					g14600.t1	
N2.HOG0002004	OG0000695	n5					g19811.t1	
N2.HOG0002005	OG0000696	n1					g14603.t1, g14602.t1	
N2.HOG0002006	OG0000696	n5					g19816.t1	
N2.HOG0002007	OG0000697	n1					g5731.t1	
N2.HOG0002008	OG0000697	n5					g19799.t1	
N2.HOG0002009	OG0000698	n1					g15731.t3	
N2.HOG0002010	OG0000698	n4					g19915.t2	
N2.HOG0002011	OG0000699	n1					g4289.t1	g22433.t1
N2.HOG0002012	OG0000699	n5					g19947.t1	
N2.HOG0002013	OG0000700	n1					g14411.t1	
N2.HOG0002014	OG0000700	n4					g19988.t1, g19990.t1	
N2.HOG0002015	OG0000701	n1					g14378.t1	
N2.HOG0002016	OG0000701	n4					g20013.t2	
N2.HOG0002017	OG0000702	n1					g7096.t1	
N2.HOG0002018	OG0000702	n4					g20128.t1	
N2.HOG0002019	OG0000703	n1					g14726.t1	
N2.HOG0002020	OG0000703	n4					g20182.t1	
N2.HOG0002021	OG0000704	n1					g6336.t1	
N2.HOG0002022	OG0000704	n4					g20200.t1	
N2.HOG0002023	OG0000705	n1					g14512.t1	
N2.HOG0002024	OG0000705	n4					g20274.t1	
N2.HOG0002025	OG0000706	n1					g14463.t1	
N2.HOG0002026	OG0000706	n4					g20320.t1	
N2.HOG0002027	OG0000707	n1					g14468.t1	
N2.HOG0002028	OG0000707	n4					g96.t1	
N2.HOG0002029	OG0000709	n1					g14360.t1	
N2.HOG0002030	OG0000709	n4					g20470.t1	
N2.HOG0002031	OG0000710	n0					g20559.t1, g20808.t1, g20597.t1, g20803.t1, g5765.t1, g7549.t1	
N2.HOG0002032	OG0000711	n1					g14495.t1, g14496.t1	
N2.HOG0002033	OG0000711	n5					g20603.t1	
N2.HOG0002034	OG0000712	n2					g14585.t1	
N2.HOG0002035	OG0000712	n4					g20667.t1, g20668.t1	
N2.HOG0002036	OG0000713	n1					g20652.t1	
N2.HOG0002037	OG0000713	n4					g20653.t1	
N2.HOG0002038	OG0000714	n1					g7182.t1	
N2.HOG0002039	OG0000714	n5					g20673.t1	
N2.HOG0002040	OG0000716	n1					g7627.t1, g7628.t1	
N2.HOG0002041	OG0000716	n5					g11829.t1	
N2.HOG0002042	OG0000717	n1					g4434.t1	g22312.t1
N2.HOG0002043	OG0000717	n5					g7669.t1	
N2.HOG0002044	OG0000718	n0					g7829.t1, g7830.t2	
N2.HOG0002045	OG0000719	n1					g4086.t1	g21992.t1
N2.HOG0002046	OG0000719	n5					g7922.t1	
N2.HOG0002047	OG0000720	n1					g18157.t3	
N2.HOG0002048	OG0000720	n4					g7929.t2	
N2.HOG0002049	OG0000721	n2					g14425.t2	
N2.HOG0002050	OG0000721	n6					g7950.t1	
N2.HOG0002051	OG0000722	n1					g9207.t1	
N2.HOG0002052	OG0000722	n4					g7977.t1	
N2.HOG0002053	OG0000723	n1					g7125.t2	
N2.HOG0002054	OG0000723	n4					g8020.t2	
N2.HOG0002055	OG0000724	n1					g14306.t1	
N2.HOG0002056	OG0000724	n4					g8035.t2	
N2.HOG0002057	OG0000725	n1					g8059.t1	
N2.HOG0002058	OG0000725	n5					g14788.t1	
N2.HOG0002059	OG0000725	n7					g1448.t1	
N2.HOG0002060	OG0000726	n1					g11987.t1	
N2.HOG0002061	OG0000726	n4					g8153.t1	
N2.HOG0002062	OG0000727	n2					g8243.t1	
N2.HOG0002063	OG0000727	n6					g1160.t1	
N2.HOG0002064	OG0000727	n7					g8214.t1	
N2.HOG0002065	OG0000728	n3					g9459.t1	
N2.HOG0002066	OG0000728	n4					g9458.t1	
N2.HOG0002067	OG0000729	n1					g15946.t1	
N2.HOG0002068	OG0000729	n4					g9438.t1	
N2.HOG0002069	OG0000730	n1					g9141.t4	
N2.HOG0002070	OG0000730	n4					g3740.t1	
N2.HOG0002071	OG0000731	n1					g4585.t2	g22702.t1
N2.HOG0002072	OG0000731	n5					g9303.t2	
N2.HOG0002073	OG0000732	n1					g3949.t1	g22128.t1
N2.HOG0002074	OG0000732	n5					g9274.t1	
N2.HOG0002075	OG0000733	n1					g4066.t1	g22013.t1
N2.HOG0002076	OG0000733	n5					g9248.t1	
N2.HOG0002077	OG0000734	n1					g3990.t1	g22088.t1
N2.HOG0002078	OG0000734	n5					g9228.t1	
N2.HOG0002079	OG0000735	n1					g4435.t1	g22311.t1
N2.HOG0002080	OG0000735	n5					g9197.t2	
N2.HOG0002081	OG0000736	n1					g4264.t1	g22554.t1
N2.HOG0002082	OG0000736	n5					g9182.t3	
N2.HOG0002083	OG0000737	n1					g4276.t1	g22444.t1
N2.HOG0002084	OG0000737	n5					g9084.t1	
N2.HOG0002085	OG0000738	n1					g4572.t1	g22680.t2
N2.HOG0002086	OG0000738	n5					g9077.t1	
N2.HOG0002087	OG0000739	n1					g8904.t1	
N2.HOG0002088	OG0000739	n4					g8522.t1	
N2.HOG0002089	OG0000740	n1					g4414.t2	g22332.t2
N2.HOG0002090	OG0000740	n5					g8956.t1	
N2.HOG0002091	OG0000741	n1					g4192.t1	g22484.t1
N2.HOG0002092	OG0000741	n5					g8929.t1	
N2.HOG0002093	OG0000742	n1					g4207.t1	g22498.t2
N2.HOG0002094	OG0000742	n5					g8924.t1	
N2.HOG0002095	OG0000743	n1					g8585.t1	
N2.HOG0002096	OG0000743	n5					g8887.t1	
N2.HOG0002097	OG0000744	n1					g4128.t1	g22591.t1
N2.HOG0002098	OG0000744	n5					g8860.t1	
N2.HOG0002099	OG0000745	n1					g3152.t2	
N2.HOG0002100	OG0000745	n5					g8858.t1	
N2.HOG0002101	OG0000746	n1					g4131.t1	g22588.t1
N2.HOG0002102	OG0000746	n5					g8852.t1	
N2.HOG0002103	OG0000747	n1					g3871.t1	g22202.t1
N2.HOG0002104	OG0000747	n5					g8815.t1	
N2.HOG0002105	OG0000748	n1					g3856.t3	g22217.t2
N2.HOG0002106	OG0000748	n5					g8793.t1	
N2.HOG0002107	OG0000749	n1					g3878.t1	g22196.t1
N2.HOG0002108	OG0000749	n5					g8788.t1	
N2.HOG0002109	OG0000750	n1					g4184.t1	g22476.t1
N2.HOG0002110	OG0000750	n5					g8734.t1	
N2.HOG0002111	OG0000751	n1					g4401.t1	g22346.t1
N2.HOG0002112	OG0000751	n5					g8728.t1	
N2.HOG0002113	OG0000752	n1					g3906.t1	g22168.t1
N2.HOG0002114	OG0000752	n5					g8726.t1	
N2.HOG0002115	OG0000753	n1					g3796.t1	g22279.t1
N2.HOG0002116	OG0000753	n5					g8716.t1	
N2.HOG0002117	OG0000754	n1					g4433.t1	g22313.t1
N2.HOG0002118	OG0000754	n5					g8709.t1	
N2.HOG0002119	OG0000755	n1					g3829.t3	g22244.t1
N2.HOG0002120	OG0000755	n5					g8609.t1	
N2.HOG0002121	OG0000756	n1					g8554.t4	
N2.HOG0002122	OG0000756	n4					g3715.t3	
N2.HOG0002123	OG0000757	n1					g4507.t2	g21951.t1
N2.HOG0002124	OG0000757	n5					g8502.t1	
N2.HOG0002125	OG0000758	n1					g3961.t1	g22117.t1
N2.HOG0002126	OG0000758	n5					g8498.t1	
N2.HOG0002127	OG0000759	n1					g4551.t1	g22641.t1
N2.HOG0002128	OG0000759	n5					g15175.t1	
N2.HOG0002129	OG0000760	n1					g506.t1	
N2.HOG0002130	OG0000760	n5					g18442.t2	
N2.HOG0002131	OG0000761	n1					g18327.t1	
N2.HOG0002132	OG0000761	n4					g15121.t3	
N2.HOG0002133	OG0000762	n1					g13700.t3	
N2.HOG0002134	OG0000762	n4					g15385.t1	
N2.HOG0002135	OG0000763	n1					g21317.t1	
N2.HOG0002136	OG0000763	n5					g15459.t1	
N2.HOG0002137	OG0000764	n1					g18930.t2	
N2.HOG0002138	OG0000764	n4					g15472.t1	
N2.HOG0002139	OG0000765	n1					g18933.t1, g18934.t1	
N2.HOG0002140	OG0000765	n5					g15489.t2	
N2.HOG0002141	OG0000766	n6					g15524.t1	
N2.HOG0002142	OG0000768	n1					g15865.t1	
N2.HOG0002143	OG0000768	n3					g21300.t1	
N2.HOG0002144	OG0000769	n1					g14041.t1	
N2.HOG0002145	OG0000769	n3					g13999.t5	
N2.HOG0002146	OG0000770	n1					g14695.t1	
N2.HOG0002147	OG0000770	n4					g13894.t1	
N2.HOG0002148	OG0000771	n1					g14130.t4	
N2.HOG0002149	OG0000771	n5					g13831.t1	
N2.HOG0002150	OG0000772	n0					g13827.t1	
N2.HOG0002151	OG0000773	n1					g13746.t1	
N2.HOG0002152	OG0000773	n4					g14989.t1	
N2.HOG0002153	OG0000774	n1					g4466.t1	g21908.t1
N2.HOG0002154	OG0000774	n5					g13740.t2	
N2.HOG0002155	OG0000775	n1					g14054.t1	
N2.HOG0002156	OG0000775	n5					g13526.t1	
N2.HOG0002157	OG0000776	n3					g10425.t1	
N2.HOG0002158	OG0000776	n6					g13468.t1	
N2.HOG0002159	OG0000777	n1					g6818.t2	
N2.HOG0002160	OG0000777	n4					g1643.t1	
N2.HOG0002161	OG0000778	n1					g3945.t1	g22132.t1
N2.HOG0002162	OG0000778	n5					g1692.t1	
N2.HOG0002163	OG0000779	n1					g12551.t1	
N2.HOG0002164	OG0000779	n4					g1757.t1	
N2.HOG0002165	OG0000780	n1					g7275.t1	
N2.HOG0002166	OG0000780	n6					g1780.t1	
N2.HOG0002167	OG0000780	n7					g1779.t1	
N2.HOG0002168	OG0000781	n1					g18145.t1	
N2.HOG0002169	OG0000781	n6					g7918.t1	
N2.HOG0002170	OG0000781	n7					g1823.t1	
N2.HOG0002171	OG0000782	n1					g3413.t1	
N2.HOG0002172	OG0000782	n4					g1837.t1	
N2.HOG0002173	OG0000783	n1					g3146.t1	
N2.HOG0002174	OG0000783	n5					g1955.t1	
N2.HOG0002175	OG0000784	n1					g12360.t1	
N2.HOG0002176	OG0000784	n5					g1968.t1	
N2.HOG0002177	OG0000785	n1					g13117.t2	
N2.HOG0002178	OG0000785	n4					g2051.t1	
N2.HOG0002179	OG0000786	n1					g12949.t1	
N2.HOG0002180	OG0000786	n5					g2158.t1	
N2.HOG0002181	OG0000787	n6					g2155.t1	
N2.HOG0002182	OG0000788	n1					g3943.t1	g22134.t1
N2.HOG0002183	OG0000788	n5					g2234.t1	
N2.HOG0002184	OG0000789	n1					g7276.t1	
N2.HOG0002185	OG0000790	n1					g17756.t6	
N2.HOG0002186	OG0000790	n5					g2309.t6	
N2.HOG0002187	OG0000791	n0					g2334.t1	
N2.HOG0002188	OG0000793	n1					g2761.t2	
N2.HOG0002189	OG0000793	n5					g21794.t1	
N2.HOG0002190	OG0000794	n1					g17839.t1	
N2.HOG0002191	OG0000794	n4					g21792.t1	
N2.HOG0002192	OG0000795	n1					g21771.t2	
N2.HOG0002193	OG0000795	n5					g21770.t1	
N2.HOG0002194	OG0000797	n1					g17661.t1	
N2.HOG0002195	OG0000797	n4					g21705.t1	
N2.HOG0002196	OG0000798	n1					g17655.t1	
N2.HOG0002197	OG0000798	n5					g21703.t1	
N2.HOG0002198	OG0000799	n1					g19700.t1, g19699.t1	
N2.HOG0002199	OG0000799	n5					g21537.t1	
N2.HOG0002200	OG0000800	n1					g19368.t2	
N2.HOG0002201	OG0000800	n5					g21430.t1	
N2.HOG0002202	OG0000801	n1					g21345.t1	
N2.HOG0002203	OG0000801	n4					g21346.t4	
N2.HOG0002204	OG0000802	n1					g17826.t2	
N2.HOG0002205	OG0000802	n5					g21272.t3	
N2.HOG0002206	OG0000803	n1					g2948.t1	
N2.HOG0002207	OG0000803	n5					g21178.t1	
N2.HOG0002208	OG0000804	n1					g2881.t1	
N2.HOG0002209	OG0000804	n4					g21028.t1	
N2.HOG0002210	OG0000805	n1					g3287.t1	
N2.HOG0002211	OG0000805	n4					g21013.t1	
N2.HOG0002212	OG0000806	n1					g2478.t1	
N2.HOG0002213	OG0000806	n4					g20946.t1	
N2.HOG0002214	OG0000807	n1					g3277.t1	
N2.HOG0002215	OG0000807	n4					g20903.t2	
N2.HOG0002216	OG0000808	n1					g19411.t1	
N2.HOG0002217	OG0000808	n5					g20776.t2	
N2.HOG0002218	OG0000809	n1					g7460.t1	
N2.HOG0002219	OG0000810	n1					g10184.t3	
N2.HOG0002220	OG0000810	n4					g7417.t5	
N2.HOG0002221	OG0000811	n1					g9664.t1	
N2.HOG0002222	OG0000811	n5					g7235.t1	
N2.HOG0002223	OG0000812	n1					g863.t1	
N2.HOG0002224	OG0000812	n4					g7198.t3	
N2.HOG0002225	OG0000814	n1					g10798.t1	
N2.HOG0002226	OG0000814	n4					g11627.t2	
N2.HOG0002227	OG0000816	n1					g10215.t1	
N2.HOG0002228	OG0000816	n4					g7031.t6	
N2.HOG0002229	OG0000817	n1					g18064.t1	
N2.HOG0002230	OG0000817	n5					g6980.t1	
N2.HOG0002231	OG0000818	n1					g9964.t1	
N2.HOG0002232	OG0000818	n4					g6893.t1	
N2.HOG0002233	OG0000819	n3					g6784.t1, g7453.t1, g17983.t1	
N2.HOG0002234	OG0000820	n1					g9704.t1	
N2.HOG0002235	OG0000820	n4					g6774.t1	
N2.HOG0002236	OG0000821	n1					g9702.t1	
N2.HOG0002237	OG0000821	n5					g6772.t1	
N2.HOG0002238	OG0000822	n1					g9699.t1	
N2.HOG0002239	OG0000822	n4					g17734.t1, g6768.t1	
N2.HOG0002240	OG0000823	n2					g6732.t2, g6733.t1	
N2.HOG0002241	OG0000823	n6					g6734.t1	
N2.HOG0002242	OG0000824	n1					g18205.t1	
N2.HOG0002243	OG0000824	n3					g6686.t2	
N2.HOG0002244	OG0000825	n2					g3707.t1	
N2.HOG0002245	OG0000825	n5					g4600.t1	g22713.t1
N2.HOG0002246	OG0000826	n1					g15965.t1	
N2.HOG0002247	OG0000826	n4					g4521.t1	g22604.t1
N2.HOG0002248	OG0000827	n1					g9668.t1	
N2.HOG0002249	OG0000827	n4					g4508.t1	g21952.t1
N2.HOG0002250	OG0000828	n4					g4423.t1	
N2.HOG0002251	OG0000828	n6					g10922.t1	
N2.HOG0002252	OG0000828	n7					g16033.t2	
N2.HOG0002253	OG0000829	n4					g4392.t1	g22356.t1
N2.HOG0002254	OG0000830	n1					g3726.t1	
N2.HOG0002255	OG0000830	n4					g4153.t1	g22445.t1
N2.HOG0002256	OG0000831	n2					g4119.t2	g22599.t2
N2.HOG0002257	OG0000832	n1					g14673.t1	
N2.HOG0002258	OG0000832	n4					g4025.t2	g22052.t2
N2.HOG0002259	OG0000833	n2					g3519.t2	
N2.HOG0002260	OG0000833	n5					g3822.t1	
N2.HOG0002261	OG0000834	n1					g10837.t2	
N2.HOG0002262	OG0000834	n4					g3804.t1	g22270.t1
N2.HOG0002263	OG0000835	n3					g3581.t1	
N2.HOG0002264	OG0000835	n7					g3582.t1	
N2.HOG0002265	OG0000836	n1					g17043.t1	
N2.HOG0002266	OG0000836	n4					g18240.t1	
N2.HOG0002267	OG0000837	n1					g9829.t2	
N2.HOG0002268	OG0000837	n5					g18072.t1	
N2.HOG0002269	OG0000838	n1					g16961.t1	
N2.HOG0002270	OG0000838	n4					g17976.t2	
N2.HOG0002271	OG0000839	n1					g16829.t1, g16830.t3	
N2.HOG0002272	OG0000839	n5					g17938.t3	
N2.HOG0002273	OG0000840	n1					g16911.t1	
N2.HOG0002274	OG0000840	n4					g17919.t1	
N2.HOG0002275	OG0000841	n1					g16912.t1	
N2.HOG0002276	OG0000841	n4					g17918.t2	
N2.HOG0002277	OG0000842	n1					g16943.t1	
N2.HOG0002278	OG0000842	n4					g17899.t1	
N2.HOG0002279	OG0000843	n0					g12073.t1, g7017.t1, g7455.t1, g8711.t1, g1075.t1, g970.t1	g22779.t1
N2.HOG0002280	OG0000844	n1					g16887.t1	
N2.HOG0002281	OG0000844	n4					g17518.t1	
N2.HOG0002282	OG0000845	n1					g10617.t1	
N2.HOG0002283	OG0000845	n5					g6520.t1	
N2.HOG0002284	OG0000846	n1					g5822.t3	
N2.HOG0002285	OG0000847	n1					g10011.t1	
N2.HOG0002286	OG0000847	n4					g12272.t1	
N2.HOG0002287	OG0000848	n0					g12404.t1, g12405.t1	
N2.HOG0002288	OG0000849	n0					g12586.t2, g12587.t1, g12590.t1	
N2.HOG0002289	OG0000850	n0					g13035.t1, g13036.t3	
N2.HOG0002290	OG0000851	n1					g978.t2	
N2.HOG0002291	OG0000851	n5					g19103.t1	
N2.HOG0002292	OG0000852	n1					g19725.t1	
N2.HOG0002293	OG0000852	n4					g19721.t1, g18863.t1	
N2.HOG0002294	OG0000853	n1					g14345.t1	
N2.HOG0002295	OG0000853	n4					g18851.t1	
N2.HOG0002296	OG0000854	n1					g232.t1	
N2.HOG0002297	OG0000854	n5					g18834.t1	
N2.HOG0002298	OG0000855	n1					g820.t1	
N2.HOG0002299	OG0000855	n5					g18699.t1	
N2.HOG0002300	OG0000856	n1					g838.t1	
N2.HOG0002301	OG0000856	n4					g18673.t2	
N2.HOG0002302	OG0000857	n1					g738.t1	
N2.HOG0002303	OG0000857	n4					g18452.t2	
N2.HOG0002304	OG0000858	n1					g245.t1	
N2.HOG0002305	OG0000858	n4					g18444.t1	
N2.HOG0002306	OG0000859	n1					g1013.t1, g1014.t1	
N2.HOG0002307	OG0000859	n5					g18439.t2	
N2.HOG0002308	OG0000860	n1					g11224.t1	
N2.HOG0002309	OG0000860	n4					g16008.t1	
N2.HOG0002310	OG0000861	n1					g10879.t2	
N2.HOG0002311	OG0000861	n4					g16086.t6	
N2.HOG0002312	OG0000862	n2					g10925.t1	g22808.t2
N2.HOG0002313	OG0000862	n6					g16034.t1	
N2.HOG0002314	OG0000863	n5					g16206.t1	
N2.HOG0002315	OG0000864	n1					g10654.t1	
N2.HOG0002316	OG0000864	n5					g16230.t2	
N2.HOG0002317	OG0000865	n1					g10655.t1	
N2.HOG0002318	OG0000865	n5					g16231.t1	
N2.HOG0002319	OG0000866	n1					g11225.t1	
N2.HOG0002320	OG0000866	n4					g16236.t3	
N2.HOG0002321	OG0000867	n1					g11172.t1	
N2.HOG0002322	OG0000867	n5					g16262.t1	
N2.HOG0002323	OG0000868	n1					g10722.t1	
N2.HOG0002324	OG0000868	n6					g16266.t2	
N2.HOG0002325	OG0000869	n1					g10532.t4	
N2.HOG0002326	OG0000869	n4					g16483.t1	
N2.HOG0002327	OG0000870	n1					g10573.t4	
N2.HOG0002328	OG0000870	n5					g16402.t7	
N2.HOG0002329	OG0000871	n1					g3219.t3	
N2.HOG0002330	OG0000871	n4					g17223.t3	
N2.HOG0002331	OG0000872	n1					g3464.t1	
N2.HOG0002332	OG0000872	n5					g17113.t1	
N2.HOG0002333	OG0000873	n1					g3458.t1	
N2.HOG0002334	OG0000873	n4					g17110.t1	
N2.HOG0002335	OG0000874	n1					g2456.t1	
N2.HOG0002336	OG0000874	n5					g17024.t1	
N2.HOG0002337	OG0000875	n0					g16997.t1	
N2.HOG0002338	OG0000876	n1					g16820.t1	
N2.HOG0002339	OG0000876	n4					g3086.t2	
N2.HOG0002340	OG0000877	n1					g3503.t1	
N2.HOG0002341	OG0000877	n4					g16748.t1, g16747.t1	
N2.HOG0002342	OG0000878	n4					g2841.t1	
N2.HOG0002343	OG0000879	n1					g2866.t1	
N2.HOG0002344	OG0000879	n5					g16574.t2	
N2.HOG0002345	OG0000880	n0					g2749.t1, g2752.t1, g2758.t1, g2755.t1	
N2.HOG0002346	OG0000881	n0					g2803.t2, g2808.t1, g2810.t1	
N2.HOG0002347	OG0000882	n0					g3193.t1, g3194.t1	
N2.HOG0002348	OG0000883	n1					g12078.t1	
N2.HOG0002349	OG0000883	n4					g10416.t1, g12079.t1	
N2.HOG0002350	OG0000884	n1					g15007.t2	
N2.HOG0002351	OG0000884	n5					g15006.t1	
N2.HOG0002352	OG0000885	n1					g19566.t1	
N2.HOG0002353	OG0000885	n5					g14933.t1	
N2.HOG0002354	OG0000886	n1					g19565.t1	
N2.HOG0002355	OG0000886	n4					g14930.t1, g14931.t1, g14932.t1	
N2.HOG0002356	OG0000887	n1					g19570.t1	
N2.HOG0002357	OG0000887	n4					g14920.t1	
N2.HOG0002358	OG0000888	n1					g11375.t1	
N2.HOG0002359	OG0000888	n4					g14737.t1	
N2.HOG0002360	OG0000889	n1					g136.t1	
N2.HOG0002361	OG0000889	n5					g14429.t2	
N2.HOG0002362	OG0000890	n1					g12019.t2	
N2.HOG0002363	OG0000890	n5					g14392.t1	
N2.HOG0002364	OG0000891	n1					g695.t1	
N2.HOG0002365	OG0000891	n4					g14324.t3	
N2.HOG0002366	OG0000892	n1					g678.t1	
N2.HOG0002367	OG0000892	n4					g14194.t2	
N2.HOG0002368	OG0000894	n1					g11659.t2	
N2.HOG0002369	OG0000894	n5					g10005.t2	
N2.HOG0002370	OG0000895	n0					g19235.t1	
N2.HOG0002371	OG0000896	n1					g19327.t1, g19326.t1	
N2.HOG0002372	OG0000897	n4					g19405.t1	
N2.HOG0002373	OG0000898	n3					g19526.t3	
N2.HOG0002374	OG0000899	n4					g19646.t2	
N2.HOG0002375	OG0000899	n5					g19644.t1, g19645.t1	
N2.HOG0002376	OG0000900	n0					g19744.t1	
N2.HOG0002377	OG0000901	n0					g345.t13	
N2.HOG0002378	OG0000902	n1					g1035.t1	
N2.HOG0002379	OG0000902	n4					g529.t1	
N2.HOG0002380	OG0000903	n0					g987.t1, g988.t1, g992.t1, g991.t1, g997.t1	
N2.HOG0002381	OG0000904	n1					g11137.t1	
N2.HOG0002382	OG0000904	n5					g11890.t2	
N2.HOG0002383	OG0000905	n1					g11161.t1	
N2.HOG0002384	OG0000905	n4					g11878.t1	
N2.HOG0002385	OG0000906	n1					g11078.t1	
N2.HOG0002386	OG0000906	n4					g11867.t1	
N2.HOG0002387	OG0000907	n1					g10288.t1	g22747.t2
N2.HOG0002388	OG0000907	n5					g11786.t1	
N2.HOG0002389	OG0000908	n2					g10623.t1	
N2.HOG0002390	OG0000908	n6					g11765.t1	
N2.HOG0002391	OG0000909	n1					g10684.t1	
N2.HOG0002392	OG0000909	n5					g11737.t1	
N2.HOG0002393	OG0000910	n1					g10351.t1	
N2.HOG0002394	OG0000910	n5					g11734.t1	
N2.HOG0002395	OG0000911	n1					g11096.t1	g22767.t1
N2.HOG0002396	OG0000911	n5					g11593.t1	
N2.HOG0002397	OG0000912	n1					g11051.t1	
N2.HOG0002398	OG0000912	n5					g11531.t1	
N2.HOG0002399	OG0000913	n2					g11504.t3	
N2.HOG0002400	OG0000913	n5					g11018.t1	
N2.HOG0002401	OG0000914	n1					g11042.t3	
N2.HOG0002402	OG0000914	n4					g11501.t3	
N2.HOG0002403	OG0000915	n1					g11015.t1	
N2.HOG0002404	OG0000915	n4					g11495.t1	
N2.HOG0002405	OG0000916	n1					g11031.t2	
N2.HOG0002406	OG0000916	n5					g11441.t1	
N2.HOG0002407	OG0000917	n2					g10393.t1	g22735.t1
N2.HOG0002408	OG0000917	n6					g11431.t1	
N2.HOG0002409	OG0000918	n1					g11369.t3	
N2.HOG0002410	OG0000918	n4					g11419.t1	
N2.HOG0002411	OG0000919	n1					g10587.t1	
N2.HOG0002412	OG0000920	n1					g10598.t1	
N2.HOG0002413	OG0000920	n5					g11352.t1	
N2.HOG0002414	OG0000921	n1					g11190.t2	
N2.HOG0002415	OG0000921	n4					g11372.t1, g11371.t1	
N2.HOG0002416	OG0000922	n2					g10499.t1	
N2.HOG0002417	OG0000922	n5					g11423.t1	
N2.HOG0002418	OG0000923	n3					g10695.t1, g10696.t1	
N2.HOG0002419	OG0000923	n7					g10693.t1	
N2.HOG0002420	OG0000924	n1					g10860.t2	g22826.t1
N2.HOG0002421	OG0000924	n5					g10861.t1	
N2.HOG0002422	OG0000925	n2					g16403.t1	
N2.HOG0002423	OG0000925	n6					g11267.t1	
N2.HOG0002424	OG0000926	n2					g11387.t2	
N2.HOG0002425	OG0000926	n7					g10954.t1	
N2.HOG0002426	OG0000927	n1					g11017.t1	
N2.HOG0002427	OG0000927	n3					g11503.t1	
N2.HOG0002428	OG0000928	n0					g21042.t2, g21043.t1, g21038.t1	
N2.HOG0002429	OG0000929	n0					g19717.t1	
N2.HOG0002430	OG0000930	n2					g19462.t1, g19463.t1, g19464.t1	
N2.HOG0002431	OG0000930	n6					g19461.t1	
N2.HOG0002432	OG0000931	n2					g4342.t1	g22387.t2
N2.HOG0002433	OG0000931	n4					g1094.t1, g15877.t1	g21898.t1, g22789.t2
N2.HOG0002434	OG0000932	n0					g806.t1, g15963.t1, g9568.t1, g10455.t1	
N2.HOG0002435	OG0000935	n2					g1509.t1	
N2.HOG0002436	OG0000935	n5					g1507.t1	
N2.HOG0002437	OG0000936	n1					g7521.t1	
N2.HOG0002438	OG0000936	n4					g1473.t1	
N2.HOG0002439	OG0000937	n1					g13630.t1	
N2.HOG0002440	OG0000937	n4					g1443.t1	
N2.HOG0002441	OG0000938	n1					g7707.t1	
N2.HOG0002442	OG0000938	n5					g1456.t1	
N2.HOG0002443	OG0000939	n1					g8266.t1	
N2.HOG0002444	OG0000939	n4					g1459.t1	
N2.HOG0002445	OG0000940	n1					g8166.t2	
N2.HOG0002446	OG0000940	n4					g1419.t1	
