HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N1.HOG0005509	OG0002618	n0			rna-XM_040162583.1	rna-XM_040168861.1	g10831.t2	g22815.t2
N1.HOG0005510	OG0002619	n0		ApeQuad06383-RA	rna-XM_040163636.1	rna-XM_040168889.1	g11221.t1	g22813.t1
N1.HOG0005511	OG0002620	n0		ApeQuad06397-RA	rna-XM_040163342.1	rna-XM_040168874.1	g11235.t1	g22809.t1
N1.HOG0005512	OG0002621	n3			rna-XM_040162355.1		g11247.t4	
N1.HOG0005513	OG0002621	n4			rna-XM_040173062.1		g16133.t1	
N1.HOG0005514	OG0002622	n0		ApeQuad06427-RA	rna-XM_040163821.1		g1032.t1, g11262.t1, g9938.t1	
N1.HOG0005515	OG0002623	n0		ApeQuad06506-RA, ApeQuad06507-RA	rna-XM_040163600.1		g11043.t1, g11044.t1	
N1.HOG0005516	OG0002624	n0		ApeQuad06518-RA	rna-XM_040162347.1	rna-XM_040168876.1	g11056.t1	g22790.t1
N1.HOG0005517	OG0002625	n0		ApeQuad06523-RA	rna-XM_040163100.1	rna-XM_040168983.1	g11061.t1	g22771.t1
N1.HOG0005518	OG0002626	n0		ApeQuad06526-RA	rna-XM_040162280.1	rna-XM_040168945.1	g11063.t1	g22757.t1
N1.HOG0005519	OG0002627	n0		ApeQuad06528-RA	rna-XM_040162284.1	rna-XM_040168772.1	g11067.t2	
N1.HOG0005520	OG0002628	n3		ApeQuad06534-RA				
N1.HOG0005521	OG0002628	n4		ApeQuad06535-RA				
N1.HOG0005522	OG0002629	n0		ApeQuad06546-RA	rna-XM_040163403.1	rna-XM_040168625.1	g11082.t1	g22819.t1
N1.HOG0005523	OG0002630	n0		ApeQuad06551-RA	rna-XM_040162989.1	rna-XM_040168157.1	g11087.t1	g22792.t1
N1.HOG0005524	OG0002631	n0		ApeQuad06552-RA	rna-XM_040161866.1	rna-XM_040168145.1	g10868.t1	g22614.t1
N1.HOG0005525	OG0002632	n0		ApeQuad06553-RA	rna-XM_040161871.1	rna-XM_040168786.1	g10869.t1	g22611.t1
N1.HOG0005526	OG0002633	n0		ApeQuad06592-RA	rna-XM_040194106.1, rna-XM_040163812.1		g20708.t1, g10906.t1	
N1.HOG0005527	OG0002634	n0		ApeQuad06594-RA	rna-XM_040162847.1	rna-XM_040168747.1	g10908.t1	
N1.HOG0005528	OG0002635	n0		ApeQuad05541-RA, ApeQuad06848-RA, ApeQuad20630-RA, ApeQuad06713-RA, ApeQuad06612-RA				
N1.HOG0005529	OG0002636	n0		ApeQuad06646-RA, ApeQuad02255-RA	rna-XM_040161593.1, rna-XM_040195316.1		g10973.t1	
N1.HOG0005530	OG0002637	n0		ApeQuad06668-RA	rna-XM_040162455.1	rna-XM_040168220.1	g11004.t4	g22617.t2
N1.HOG0005531	OG0002638	n0		ApeQuad06679-RA	rna-XM_040163562.1	rna-XM_040168219.1	g10986.t1	g22625.t1
N1.HOG0005532	OG0002639	n3			rna-XM_040161847.1			
N1.HOG0005533	OG0002639	n4			rna-XM_040161842.1			
N1.HOG0005534	OG0002640	n0		ApeQuad06683-RA	rna-XM_040161846.1	rna-XM_040168988.1	g10985.t1	g22833.t1
N1.HOG0005535	OG0002641	n0		ApeQuad19382-RA	rna-XM_040166896.1, rna-XM_040167826.1, rna-XM_040167825.1, rna-XM_040166526.1		g13453.t1	
N1.HOG0005536	OG0002642	n1		ApeQuad00247-RA	rna-XM_040170805.1		g370.t1	
N1.HOG0005537	OG0002642	n3		ApeQuad00248-RA	rna-XM_040192697.1		g371.t1	
N1.HOG0005538	OG0002643	n0		ApeQuad07358-RA, ApeQuad16212-RA, ApeQuad13459-RA, ApeQuad00618-RA, ApeQuad09317-RA				g22488.t3
N1.HOG0005539	OG0002644	n2			rna-XM_040175772.1		g1222.t1	
N1.HOG0005540	OG0002644	n3			rna-XM_040175740.1		g1223.t1, g1224.t1	
N1.HOG0005541	OG0002645	n0		ApeQuad01251-RA, ApeQuad01246-RA, ApeQuad01247-RA, ApeQuad01249-RA, ApeQuad01248-RA, ApeQuad01250-RA				
N1.HOG0005542	OG0002646	n0		ApeQuad21862-RA, ApeQuad21875-RA	rna-XM_040169212.1, rna-XM_040169473.1, rna-XM_040169412.1, rna-XM_040169281.1			
N1.HOG0005543	OG0002647	n0		ApeQuad21876-RA, ApeQuad15678-RA	rna-XM_040170202.1, rna-XM_040190050.1, rna-XM_040190055.1		g2781.t2	
N1.HOG0005544	OG0002648	n0		ApeQuad01474-RA, ApeQuad10566-RA, ApeQuad17413-RA, ApeQuad07181-RA, ApeQuad08869-RA, ApeQuad05644-RA				
N1.HOG0005545	OG0002649	n0		ApeQuad18191-RA	rna-XM_040169642.1		g9650.t1, g9651.t1, g9652.t1, g9653.t1	
N1.HOG0005546	OG0002650	n0		ApeQuad18579-RA, ApeQuad18577-RA	rna-XM_040161322.1, rna-XM_040161313.1, rna-XM_040160211.1		g10021.t1	
N1.HOG0005547	OG0002651	n1		ApeQuad09399-RA	rna-XM_040164568.1		g12265.t2	
N1.HOG0005548	OG0002651	n3		ApeQuad18564-RA	rna-XM_040160118.1		g10008.t1	
N1.HOG0005549	OG0002652	n0		ApeQuad04116-RA	rna-XM_040186999.1, rna-XM_040185925.1, rna-XM_040185926.1		g21148.t1, g21149.t1	
N1.HOG0005550	OG0002653	n0		ApeQuad11437-RA, ApeQuad11439-RA, ApeQuad21781-RA, ApeQuad21779-RA	rna-XM_040200914.1		g8276.t1	
N1.HOG0005551	OG0002654	n0		ApeQuad10378-RA, ApeQuad10377-RA	rna-XM_040185185.1, rna-XM_040169826.1, rna-XM_040197418.1		g20567.t1	
N1.HOG0005552	OG0002655	n0		ApeQuad09604-RA	rna-XM_040186563.1, rna-XM_040186559.1, rna-XM_040172736.1, rna-XM_040164370.1		g21017.t1	
N1.HOG0005553	OG0002656	n0		ApeQuad21906-RA	rna-XM_040163819.1, rna-XM_040163817.1	rna-XM_040168341.1, rna-XM_040168352.1	g10338.t1	
N1.HOG0005554	OG0002657	n0		ApeQuad20959-RA, ApeQuad20958-RA	rna-XM_040183217.1, rna-XM_040183216.1, rna-XM_040183215.1		g19568.t2	
N1.HOG0005555	OG0002658	n2			rna-XM_040183162.1		g19470.t1	
N1.HOG0005556	OG0002658	n3			rna-XM_040183160.1		g19469.t1	
N1.HOG0005557	OG0002658	n4		ApeQuad21334-RA, ApeQuad21333-RA				
N1.HOG0005558	OG0002659	n0		ApeQuad08209-RA, ApeQuad08211-RA, ApeQuad08208-RA, ApeQuad08210-RA, ApeQuad08206-RA, ApeQuad08207-RA				
N1.HOG0005559	OG0002660	n0			id-LOC120813258, id-LOC120813259, id-LOC120813262, id-LOC120813263, id-LOC120813264, id-LOC120813261			
N1.HOG0005560	OG0002661	n0			rna-XM_040163897.1, rna-XM_040187593.1, rna-XM_040167215.1, rna-XM_040169870.1, rna-XM_040173351.1, rna-XM_040167224.1			
N1.HOG0005561	OG0002662	n0			rna-XM_040161861.1, rna-XM_040170222.1	rna-XM_040169031.1	g1065.t1	g22818.t1, g22836.t1
N1.HOG0005562	OG0002663	n0			rna-XM_040178053.1, rna-XM_040178175.1, rna-XM_040161283.1, rna-XM_040161285.1, rna-XM_040161284.1, rna-XM_040161240.1			
N1.HOG0005563	OG0002664	n0			rna-XM_040172301.1, rna-XM_040172352.1, rna-XM_040170925.1, rna-XM_040170924.1, rna-XM_040172084.1, rna-XM_040198529.1			
N1.HOG0005564	OG0002665	n0			rna-XM_040189383.1, rna-XM_040189178.1, rna-XM_040189180.1, rna-XM_040188872.1		g2078.t1, g2079.t1	
N1.HOG0005565	OG0002666	n0					g16287.t1, g16288.t1, g16290.t1, g16292.t1, g16289.t1, g16291.t1	
N1.HOG0005566	OG0002668	n0		ApeQuad10916-RA	rna-XM_040201842.1		g7721.t1	
N1.HOG0005567	OG0002669	n0		ApeQuad01358-RA	rna-XM_040187183.1		g1494.t1	
N1.HOG0005568	OG0002670	n2			rna-XM_040173647.1			
N1.HOG0005569	OG0002670	n3			rna-XM_040173700.1			
N1.HOG0005570	OG0002671	n0		ApeQuad01355-RA	rna-XM_040173737.1		g1498.t1	
N1.HOG0005571	OG0002672	n0		ApeQuad01346-RA	rna-XM_040173957.1, rna-XM_040169622.1		g1511.t1	
N1.HOG0005572	OG0002673	n0		ApeQuad01341-RA	rna-XM_040201757.1		g1491.t1	
N1.HOG0005573	OG0002674	n0		ApeQuad10745-RA	rna-XM_040202170.1		g7551.t1	
N1.HOG0005574	OG0002675	n0		ApeQuad01279-RA	rna-XM_040177376.1		g1445.t4	
N1.HOG0005575	OG0002676	n0		ApeQuad01270-RA	rna-XM_040189077.1		g1455.t1	
N1.HOG0005576	OG0002677	n0		ApeQuad01266-RA	rna-XM_040176091.1		g1460.t1	
N1.HOG0005577	OG0002678	n0		ApeQuad01261-RA	rna-XM_040187592.1		g1464.t1	
N1.HOG0005578	OG0002679	n0		ApeQuad01257-RA	rna-XM_040187500.1		g1468.t3	
N1.HOG0005579	OG0002680	n1		ApeQuad05273-RA, ApeQuad07483-RA				
N1.HOG0005580	OG0002680	n3		ApeQuad01297-RA				
N1.HOG0005581	OG0002681	n0		ApeQuad01318-RA	rna-XM_040181091.1		g1409.t1	
N1.HOG0005582	OG0002682	n1		ApeQuad11086-RA				
N1.HOG0005583	OG0002682	n3		ApeQuad01223-RA				
N1.HOG0005584	OG0002683	n0		ApeQuad01230-RA	rna-XM_040174839.1		g1121.t2	
N1.HOG0005585	OG0002684	n0		ApeQuad01235-RA, ApeQuad20632-RA	rna-XM_040172242.1		g1124.t1	
N1.HOG0005586	OG0002685	n0		ApeQuad01189-RA	rna-XM_040176015.1, rna-XM_040179945.1		g1151.t1	
N1.HOG0005587	OG0002686	n0		ApeQuad01167-RA	rna-XM_040201335.1		g7877.t1, g1176.t1	
N1.HOG0005588	OG0002687	n0		ApeQuad01145-RA	rna-NM_001267653.1		g8321.t2, g1213.t2	
N1.HOG0005589	OG0002688	n0		ApeQuad01143-RA	rna-XM_040170694.1		g1215.t1	
N1.HOG0005590	OG0002689	n0		ApeQuad01142-RA	rna-XM_040170706.1		g1216.t2	
N1.HOG0005591	OG0002690	n0		ApeQuad01120-RA	rna-XM_040193750.1		g1245.t2	
N1.HOG0005592	OG0002691	n0		ApeQuad01109-RA	rna-XM_040177668.1		g1253.t1	
N1.HOG0005593	OG0002692	n0		ApeQuad01104-RA	rna-XM_040176692.1		g1260.t1, g1310.t1	
N1.HOG0005594	OG0002693	n0		ApeQuad01103-RA	rna-XM_040176595.1		g1261.t1, g1311.t1	
N1.HOG0005595	OG0002694	n0		ApeQuad01060-RA	rna-XM_040179596.1		g1299.t1	
N1.HOG0005596	OG0002695	n1			rna-XM_040202534.1			
N1.HOG0005597	OG0002695	n2			rna-XM_040172382.1		g1334.t1	
N1.HOG0005598	OG0002696	n0		ApeQuad01028-RA	rna-XM_040201971.1, rna-XM_040188868.1		g1338.t1	
N1.HOG0005599	OG0002697	n0		ApeQuad01026-RA	rna-XM_040178871.1		g1339.t1	
N1.HOG0005600	OG0002698	n0		ApeQuad01005-RA	rna-XM_040181548.1		g1357.t1	
N1.HOG0005601	OG0002700	n1		ApeQuad18877-RA				
N1.HOG0005602	OG0002700	n2		ApeQuad12424-RA, ApeQuad00999-RA				
N1.HOG0005603	OG0002701	n0			rna-XM_040181167.1		g1063.t1, g1364.t2	
N1.HOG0005604	OG0002702	n0		ApeQuad00987-RA	rna-XM_040182590.1		g1363.t1	
N1.HOG0005605	OG0002703	n0		ApeQuad00982-RA	rna-XM_040172664.1		g1112.t1	
N1.HOG0005606	OG0002704	n0		ApeQuad00972-RA, ApeQuad00973-RA	rna-XM_040187730.1		g1106.t1	
N1.HOG0005607	OG0002705	n0		ApeQuad02437-RA	rna-XM_040195009.1		g4618.t1	
N1.HOG0005608	OG0002706	n0		ApeQuad02430-RA	rna-XM_040194826.1		g4623.t1	
N1.HOG0005609	OG0002707	n0		ApeQuad02426-RA	rna-XM_040195907.1		g4625.t2	
N1.HOG0005610	OG0002708	n0		ApeQuad02413-RA	rna-XM_040195410.1		g4639.t1	
N1.HOG0005611	OG0002709	n0		ApeQuad02406-RA	rna-XM_040195112.1		g4645.t1	
N1.HOG0005612	OG0002710	n0		ApeQuad02383-RA	rna-XM_040194801.1		g4671.t2	
N1.HOG0005613	OG0002711	n0		ApeQuad02344-RA	rna-XM_040195655.1		g4716.t1	
N1.HOG0005614	OG0002712	n0		ApeQuad02334-RA	rna-XM_040196716.1		g4727.t1, g4728.t1	
N1.HOG0005615	OG0002713	n0		ApeQuad13176-RA	rna-XM_040172031.1		g14805.t1	
N1.HOG0005616	OG0002714	n0		ApeQuad02477-RA	rna-XM_040195915.1, rna-XM_040196541.1		g4756.t2	
N1.HOG0005617	OG0002715	n0		ApeQuad02476-RA	rna-XM_040196105.1, rna-XM_040195747.1		g4755.t1	
N1.HOG0005618	OG0002716	n0		ApeQuad02475-RA	rna-XM_040196274.1, rna-XM_040196286.1		g4754.t1	
N1.HOG0005619	OG0002717	n0		ApeQuad02472-RA	rna-XM_040196616.1, rna-XM_040195393.1		g4751.t1	
N1.HOG0005620	OG0002718	n0		ApeQuad02488-RA	rna-XM_040196069.1, rna-XM_040195974.1		g4768.t1	
N1.HOG0005621	OG0002719	n0		ApeQuad02504-RA	rna-XM_040196365.1		g4774.t3	
N1.HOG0005622	OG0002720	n0			rna-XM_040177129.1, rna-XM_040186004.1, rna-XM_040189717.1, rna-XM_040175063.1			
N1.HOG0005623	OG0002721	n0		ApeQuad02520-RA	rna-XM_040194978.1		g4789.t1	
N1.HOG0005624	OG0002722	n0		ApeQuad02553-RA	rna-XM_040195154.1		g4825.t1	
N1.HOG0005625	OG0002723	n0		ApeQuad02558-RA	rna-XM_040195441.1		g4829.t2	
N1.HOG0005626	OG0002724	n0		ApeQuad02564-RA	rna-XM_040195732.1		g4834.t1	
N1.HOG0005627	OG0002725	n0		ApeQuad02587-RA	rna-XM_040196618.1		g4860.t1	
N1.HOG0005628	OG0002726	n0		ApeQuad02593-RA	rna-XM_040196823.1			
N1.HOG0005629	OG0002727	n0		ApeQuad02594-RA	rna-XM_040195976.1		g4868.t1	
N1.HOG0005630	OG0002728	n0		ApeQuad02595-RA	rna-XM_040194781.1		g4869.t1	
N1.HOG0005631	OG0002729	n0		ApeQuad02667-RA	rna-XM_040195554.1		g4926.t2	
N1.HOG0005632	OG0002730	n0		ApeQuad06197-RA	rna-XM_040162619.1	rna-XM_040168931.1	g10791.t1	
N1.HOG0005633	OG0002731	n0		ApeQuad02674-RA	rna-XM_040194747.1		g4934.t1	
N1.HOG0005634	OG0002732	n0		ApeQuad02701-RA	rna-XM_040195572.1		g4959.t1	
N1.HOG0005635	OG0002733	n0		ApeQuad02712-RA	rna-XM_040169743.1, rna-XM_040196269.1		g4977.t1	
N1.HOG0005636	OG0002734	n0		ApeQuad02735-RA	rna-XM_040196519.1		g5000.t2	
N1.HOG0005637	OG0002735	n0		ApeQuad08582-RA, ApeQuad02752-RA	rna-XM_040195276.1		g5019.t1	
N1.HOG0005638	OG0002736	n0			rna-XM_040196703.1, rna-XM_040196702.1		g5031.t1, g5032.t1	
N1.HOG0005639	OG0002737	n0		ApeQuad02762-RA	rna-XM_040196699.1		g5033.t1	
N1.HOG0005640	OG0002738	n0		ApeQuad14709-RA	rna-XM_040200034.1		g6971.t1	
N1.HOG0005641	OG0002739	n0		ApeQuad02792-RA	rna-XM_040194609.1		g5074.t3	
N1.HOG0005642	OG0002740	n0		ApeQuad02818-RA, ApeQuad17286-RA	rna-XM_040196635.1		g5097.t1	
N1.HOG0005643	OG0002741	n0		ApeQuad02825-RA	rna-XM_040196426.1		g5111.t1	
N1.HOG0005644	OG0002742	n0		ApeQuad03134-RA	rna-XM_040196445.1		g5136.t1	
N1.HOG0005645	OG0002743	n0		ApeQuad03116-RA	rna-XM_040196259.1		g5149.t1	
N1.HOG0005646	OG0002744	n0		ApeQuad03111-RA	rna-XM_040195419.1		g5154.t1, g5153.t1	
N1.HOG0005647	OG0002745	n0		ApeQuad11671-RA				
N1.HOG0005648	OG0002746	n0		ApeQuad03090-RA	rna-XM_040195435.1		g5173.t2, g5174.t1	
N1.HOG0005649	OG0002747	n0		ApeQuad03081-RA	rna-XM_040195926.1		g5185.t1, g5184.t1	
N1.HOG0005650	OG0002748	n0		ApeQuad03073-RA	rna-XM_040195840.1		g5196.t2	
N1.HOG0005651	OG0002749	n0		ApeQuad03071-RA, ApeQuad11945-RA	rna-XM_040196483.1		g5198.t1	
N1.HOG0005652	OG0002751	n0		ApeQuad12138-RA, ApeQuad03056-RA	rna-XM_040195953.1		g5218.t1	
N1.HOG0005653	OG0002752	n0		ApeQuad03051-RA	rna-XM_040196142.1		g5224.t2	
N1.HOG0005654	OG0002753	n0		ApeQuad03040-RA	rna-XM_040194898.1		g5232.t2	
N1.HOG0005655	OG0002754	n0		ApeQuad03031-RA	rna-XM_040196126.1		g5241.t1	
N1.HOG0005656	OG0002755	n0		ApeQuad03026-RA	rna-XM_040195871.1		g5246.t1	
N1.HOG0005657	OG0002756	n0		ApeQuad01806-RA	rna-XM_040165098.1		g11803.t1	
N1.HOG0005658	OG0002757	n0		ApeQuad03020-RA	rna-XM_040195307.1		g5252.t1	
N1.HOG0005659	OG0002758	n0		ApeQuad03018-RA	rna-XM_040195610.1		g5254.t1	
N1.HOG0005660	OG0002759	n0		ApeQuad02999-RA	rna-XM_040196537.1		g5275.t1	
N1.HOG0005661	OG0002760	n0		ApeQuad02996-RA	rna-XM_040196683.1		g5281.t1	
N1.HOG0005662	OG0002761	n0		ApeQuad02971-RA	rna-XM_040194924.1		g5304.t1	
N1.HOG0005663	OG0002762	n0		ApeQuad02959-RA	rna-XM_040195445.1		g5314.t1	
N1.HOG0005664	OG0002763	n0		ApeQuad02952-RA	rna-XM_040196116.1		g5321.t1	
N1.HOG0005665	OG0002764	n0		ApeQuad02949-RA	rna-XM_040196100.1		g5324.t2	
N1.HOG0005666	OG0002765	n0		ApeQuad02933-RA	rna-XM_040195458.1		g5340.t1	
N1.HOG0005667	OG0002766	n0		ApeQuad17655-RA	rna-XM_040198463.1		g6023.t1	
N1.HOG0005668	OG0002767	n0		ApeQuad02918-RA	rna-XM_040196550.1		g5365.t1	
N1.HOG0005669	OG0002768	n0		ApeQuad02906-RA	rna-XM_040196578.1		g5373.t1	
N1.HOG0005670	OG0002769	n0		ApeQuad02905-RA	rna-XM_040196604.1		g5374.t6	
N1.HOG0005671	OG0002770	n0		ApeQuad02901-RA	rna-XM_040196581.1		g5379.t1	
N1.HOG0005672	OG0002771	n0		ApeQuad02897-RA, ApeQuad02898-RA	rna-XM_040196565.1		g5381.t5	
N1.HOG0005673	OG0002772	n0		ApeQuad02891-RA	rna-XM_040195268.1		g5388.t1	
N1.HOG0005674	OG0002773	n0		ApeQuad02884-RA	rna-XM_040194760.1			
N1.HOG0005675	OG0002774	n0		ApeQuad02861-RA	rna-XM_040195764.1		g5419.t2	
N1.HOG0005676	OG0002775	n0		ApeQuad02847-RA	rna-XM_040170135.1, rna-XM_040195947.1		g5432.t4	
N1.HOG0005677	OG0002776	n0			rna-XM_040171887.1, rna-XM_040171888.1			
N1.HOG0005678	OG0002777	n0		ApeQuad02836-RA	rna-XM_040194716.1		g5445.t1	
N1.HOG0005679	OG0002778	n0		ApeQuad03226-RA	rna-XM_040195198.1		g5473.t1	
N1.HOG0005680	OG0002779	n0		ApeQuad03211-RA	rna-XM_040195350.1		g5491.t1	
N1.HOG0005681	OG0002780	n0		ApeQuad03189-RA	rna-XM_040195129.1		g5512.t1	
N1.HOG0005682	OG0002781	n0		ApeQuad03170-RA, ApeQuad00909-RA	rna-XM_040196403.1		g5527.t1	
N1.HOG0005683	OG0002782	n0		ApeQuad03169-RA	rna-XM_040196408.1		g5528.t1	
N1.HOG0005684	OG0002783	n0		ApeQuad03328-RA, ApeQuad03329-RA	rna-XM_040196198.1		g5548.t1	
N1.HOG0005685	OG0002784	n0		ApeQuad03322-RA	rna-XM_040194792.1		g5553.t1	
N1.HOG0005686	OG0002785	n0		ApeQuad03319-RA	rna-XM_040194799.1		g5558.t1	
N1.HOG0005687	OG0002786	n0		ApeQuad03299-RA	rna-XM_040194765.1		g5581.t3	
N1.HOG0005688	OG0002787	n0		ApeQuad03296-RA	rna-XM_040194946.1		g5586.t1	
N1.HOG0005689	OG0002790	n0		ApeQuad03282-RA	rna-XM_040169161.1, rna-XM_040169162.1		g87.t1	
N1.HOG0005690	OG0002791	n0		ApeQuad03334-RA	rna-XM_040194692.1, rna-XM_040195479.1		g5680.t1	
N1.HOG0005691	OG0002792	n1		ApeQuad03348-RA				
N1.HOG0005692	OG0002792	n2		ApeQuad03337-RA				
N1.HOG0005693	OG0002793	n0		ApeQuad03346-RA	rna-XM_040169236.1, rna-XM_040169877.1		g5657.t1	
N1.HOG0005694	OG0002794	n0		ApeQuad03371-RA	rna-XM_040179198.1		g17420.t1	
N1.HOG0005695	OG0002795	n0		ApeQuad03373-RA	rna-XM_040169434.1		g5629.t3	
N1.HOG0005696	OG0002796	n0		ApeQuad03378-RA	rna-XM_040170177.1		g4613.t1, g5625.t1	
N1.HOG0005697	OG0002797	n0		ApeQuad03396-RA	rna-XM_040196158.1		g5614.t1	
N1.HOG0005698	OG0002798	n0		ApeQuad03397-RA	rna-XM_040196156.1, rna-XM_040195486.1		g5613.t1	
N1.HOG0005699	OG0002799	n0		ApeQuad03401-RA	rna-XM_040196802.1		g5607.t1	
N1.HOG0005700	OG0002800	n0		ApeQuad17488-RA	rna-XM_040197141.1		g6182.t1	
N1.HOG0005701	OG0002801	n0		ApeQuad09665-RA	rna-XM_040184708.1		g19795.t3	
N1.HOG0005702	OG0002802	n0		ApeQuad10736-RA	rna-XM_040200959.1, rna-XM_040200960.1		g7540.t1	
N1.HOG0005703	OG0002803	n0		ApeQuad09686-RA, ApeQuad09687-RA	rna-XM_040183958.1		g19814.t1	
N1.HOG0005704	OG0002804	n0		ApeQuad12990-RA	rna-XM_040170613.1		g14609.t1	
N1.HOG0005705	OG0002805	n0		ApeQuad09716-RA	rna-XM_040169967.1		g19847.t1	
N1.HOG0005706	OG0002806	n0		ApeQuad09734-RA	rna-XM_040184697.1		g19862.t1	
N1.HOG0005707	OG0002807	n0		ApeQuad09737-RA, ApeQuad12544-RA	rna-XM_040184793.1		g19865.t3	
N1.HOG0005708	OG0002808	n0		ApeQuad09741-RA	rna-XM_040184761.1		g19869.t1, g5804.t1	
N1.HOG0005709	OG0002809	n0		ApeQuad09764-RA	rna-XM_040183402.1		g19885.t2	
N1.HOG0005710	OG0002810	n0		ApeQuad09773-RA	rna-XM_040184314.1			
N1.HOG0005711	OG0002811	n0		ApeQuad09825-RA	rna-XM_040183834.1, rna-XM_040169753.1		g19911.t1	
N1.HOG0005712	OG0002812	n0		ApeQuad09849-RA	rna-XM_040184861.1		g19955.t1	
N1.HOG0005713	OG0002813	n0		ApeQuad09860-RA, ApeQuad09859-RA	rna-XM_040183340.1		g19967.t1	
N1.HOG0005714	OG0002814	n0		ApeQuad09861-RA, ApeQuad12442-RA	rna-XM_040183342.1		g19968.t1	
N1.HOG0005715	OG0002815	n0		ApeQuad09900-RA, ApeQuad03133-RA	rna-XM_040184541.1		g19.t2	
N1.HOG0005716	OG0002816	n0		ApeQuad09896-RA	rna-XM_040184575.1		g20002.t2	
N1.HOG0005717	OG0002817	n0		ApeQuad17441-RA				
N1.HOG0005718	OG0002818	n0		ApeQuad09938-RA	rna-XM_040185156.1		g20038.t1, g20039.t1	
N1.HOG0005719	OG0002819	n0		ApeQuad09946-RA	rna-XM_040183300.1		g20046.t1	
N1.HOG0005720	OG0002820	n0		ApeQuad09955-RA, ApeQuad12914-RA	rna-XM_040185376.1		g20056.t2	
N1.HOG0005721	OG0002821	n0		ApeQuad09986-RA	rna-XM_040189877.1, rna-XM_040185324.1		g20084.t1	
N1.HOG0005722	OG0002822	n0		ApeQuad09995-RA, ApeQuad09996-RA	rna-XM_040184102.1		g20097.t1	
N1.HOG0005723	OG0002823	n0		ApeQuad10003-RA	rna-XM_040185002.1		g20106.t1	
N1.HOG0005724	OG0002824	n0		ApeQuad10005-RA	rna-XM_040184951.1		g20109.t1	
N1.HOG0005725	OG0002825	n0		ApeQuad10031-RA	rna-XM_040185141.1		g20130.t1	
N1.HOG0005726	OG0002826	n0		ApeQuad10039-RA	rna-XM_040184832.1		g20141.t1	
N1.HOG0005727	OG0002827	n0		ApeQuad10050-RA	rna-XM_040184987.1		g20153.t1	
N1.HOG0005728	OG0002828	n0		ApeQuad10051-RA	rna-XM_040184982.1		g20155.t1	
N1.HOG0005729	OG0002829	n0		ApeQuad10057-RA	rna-XM_040185186.1		g20158.t1	
N1.HOG0005730	OG0002830	n0			rna-XM_040185109.1, rna-XM_040184681.1		g20171.t1	
N1.HOG0005731	OG0002831	n0		ApeQuad10072-RA	rna-XM_040184680.1		g20174.t2	
N1.HOG0005732	OG0002832	n0		ApeQuad10077-RA	rna-XM_040184157.1		g20179.t1	
N1.HOG0005733	OG0002833	n0		ApeQuad10103-RA	rna-XM_040183761.1		g20205.t1	
N1.HOG0005734	OG0002834	n0		ApeQuad10150-RA, ApeQuad10151-RA	rna-XM_040184464.1		g20252.t3	
N1.HOG0005735	OG0002835	n0		ApeQuad10166-RA, ApeQuad13527-RA	rna-XM_040184260.1		g20264.t3	
N1.HOG0005736	OG0002836	n0					g20287.t2	
N1.HOG0005737	OG0002837	n0		ApeQuad10217-RA	rna-XM_040184845.1		g20305.t1	
N1.HOG0005738	OG0002838	n0		ApeQuad10222-RA	rna-XM_040183708.1		g20309.t1	
N1.HOG0005739	OG0002839	n0		ApeQuad10226-RA, ApeQuad05705-RA	rna-XM_040184118.1		g20314.t1	
N1.HOG0005740	OG0002840	n2			rna-XM_040183609.1		g20334.t1	
N1.HOG0005741	OG0002840	n3			rna-XM_040164418.1		g13326.t1	
N1.HOG0005742	OG0002841	n0		ApeQuad10648-RA	rna-XM_040183471.1		g20357.t1	
N1.HOG0005743	OG0002842	n0		ApeQuad10644-RA, ApeQuad10643-RA	rna-XM_040183477.1		g20360.t1	
N1.HOG0005744	OG0002843	n0		ApeQuad10630-RA	rna-XM_040185380.1		g20373.t1	
N1.HOG0005745	OG0002844	n0		ApeQuad10627-RA	rna-XM_040184897.1		g20376.t1	
N1.HOG0005746	OG0002845	n0		ApeQuad10606-RA	rna-XM_040184590.1		g20397.t1	
N1.HOG0005747	OG0002846	n0		ApeQuad10589-RA	rna-XM_040183964.1		g20413.t1	
N1.HOG0005748	OG0002847	n0		ApeQuad13181-RA, ApeQuad10538-RA	rna-XM_040184853.1		g20458.t1	
N1.HOG0005749	OG0002848	n0		ApeQuad10486-RA	rna-XM_040183533.1		g20500.t1	
N1.HOG0005750	OG0002849	n0		ApeQuad10479-RA	rna-XM_040185231.1		g20509.t1	
N1.HOG0005751	OG0002850	n0		ApeQuad10477-RA	rna-XM_040185294.1, rna-XM_040185399.1		g20511.t1	
N1.HOG0005752	OG0002851	n0		ApeQuad12504-RA			g14142.t1	
N1.HOG0005753	OG0002852	n0		ApeQuad10461-RA	rna-XM_040183826.1		g20525.t1	
N1.HOG0005754	OG0002853	n0		ApeQuad10458-RA	rna-XM_040183743.1, rna-XM_040183742.1		g20528.t1	
N1.HOG0005755	OG0002854	n0		ApeQuad10362-RA	rna-XM_040184301.1		g20573.t1	
N1.HOG0005756	OG0002855	n0		ApeQuad10360-RA, ApeQuad10672-RA	rna-XM_040184310.1		g20575.t1	
N1.HOG0005757	OG0002856	n0		ApeQuad10356-RA	rna-XM_040185122.1		g20578.t1	
