HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N3.HOG0003201	OG0001296	n2			rna-XM_040177186.1			
N3.HOG0003202	OG0001296	n4			rna-XM_040179265.1			
N3.HOG0003203	OG0001297	n1			rna-XM_040175753.1			
N3.HOG0003204	OG0001297	n4			rna-XM_040178323.1			
N3.HOG0003205	OG0001298	n2			rna-XM_040186852.1			
N3.HOG0003206	OG0001298	n4			rna-XM_040178318.1			
N3.HOG0003207	OG0001299	n1			rna-XM_040176529.1			
N3.HOG0003208	OG0001299	n4			rna-XM_040177747.1			
N3.HOG0003209	OG0001300	n1			rna-XM_040177364.1			
N3.HOG0003210	OG0001300	n4			rna-XM_040178515.1			
N3.HOG0003211	OG0001301	n1			rna-XM_040177351.1			
N3.HOG0003212	OG0001301	n4			rna-XM_040177819.1			
N3.HOG0003213	OG0001302	n1			rna-XM_040176843.1			
N3.HOG0003214	OG0001302	n4			rna-XM_040178611.1			
N3.HOG0003215	OG0001303	n2			rna-XM_040178612.1			
N3.HOG0003216	OG0001303	n4			rna-XM_040175780.1			
N3.HOG0003217	OG0001304	n1			rna-XM_040176342.1			
N3.HOG0003218	OG0001304	n4			rna-XM_040177892.1			
N3.HOG0003219	OG0001305	n1			rna-XM_040177485.1			
N3.HOG0003220	OG0001305	n4			rna-XM_040179239.1			
N3.HOG0003221	OG0001306	n0			rna-XM_040198204.1, rna-XM_040197777.1			
N3.HOG0003222	OG0001307	n3			rna-XM_040198613.1, rna-XM_040197976.1			
N3.HOG0003223	OG0001307	n5			rna-XM_040197302.1			
N3.HOG0003224	OG0001308	n1			rna-XM_040164878.1			
N3.HOG0003225	OG0001308	n5			rna-XM_040197627.1			
N3.HOG0003226	OG0001309	n2			rna-XM_040196904.1			
N3.HOG0003227	OG0001309	n5			rna-XM_040196905.1			
N3.HOG0003228	OG0001310	n1			rna-XM_040197111.1			
N3.HOG0003229	OG0001310	n4			rna-XM_040197102.1			
N3.HOG0003230	OG0001311	n1			rna-XM_040177029.1			
N3.HOG0003231	OG0001311	n4			rna-XM_040198206.1			
N3.HOG0003232	OG0001312	n1			rna-XM_040165467.1			
N3.HOG0003233	OG0001312	n4			rna-XM_040198383.1			
N3.HOG0003234	OG0001313	n1			rna-XM_040203254.1			
N3.HOG0003235	OG0001313	n4			rna-XM_040198331.1			
N3.HOG0003236	OG0001314	n4			rna-XM_040198209.1			
N3.HOG0003237	OG0001314	n5			rna-XM_040198061.1			
N3.HOG0003238	OG0001316	n1			rna-XM_040160788.1			
N3.HOG0003239	OG0001316	n4			rna-XM_040165976.1			
N3.HOG0003240	OG0001317	n1			rna-XM_040164786.1			
N3.HOG0003241	OG0001317	n4			rna-XM_040164787.1			
N3.HOG0003242	OG0001318	n0			rna-XM_040164746.1, rna-XM_040164726.1, rna-XM_040164734.1, rna-XM_040164898.1			
N3.HOG0003243	OG0001319	n1			rna-XM_040161619.1	rna-XM_040168878.1		
N3.HOG0003244	OG0001319	n4			rna-XM_040165610.1			
N3.HOG0003245	OG0001320	n1			rna-XM_040180838.1			
N3.HOG0003246	OG0001320	n5			rna-XM_040166102.1			
N3.HOG0003247	OG0001321	n1			rna-XM_040164966.1			
N3.HOG0003248	OG0001321	n3			rna-XM_040164969.1			
N3.HOG0003249	OG0001322	n1			rna-XM_040184285.1			
N3.HOG0003250	OG0001322	n4			rna-XM_040183221.1			
N3.HOG0003251	OG0001323	n1			rna-XM_040186114.1			
N3.HOG0003252	OG0001323	n4			rna-XM_040181536.1			
N3.HOG0003253	OG0001324	n1			rna-XM_040181802.1			
N3.HOG0003254	OG0001325	n1			rna-XM_040192398.1			
N3.HOG0003255	OG0001325	n4			rna-XM_040180042.1			
N3.HOG0003256	OG0001326	n1			rna-XM_040201869.1			
N3.HOG0003257	OG0001326	n4			rna-XM_040182479.1			
N3.HOG0003258	OG0001327	n1			rna-XM_040190978.1			
N3.HOG0003259	OG0001327	n4			rna-XM_040182480.1			
N3.HOG0003260	OG0001328	n1			rna-XM_040183848.1			
N3.HOG0003261	OG0001328	n4			rna-XM_040183119.1			
N3.HOG0003262	OG0001329	n1			rna-XM_040181919.1			
N3.HOG0003263	OG0001329	n4			rna-XM_040180166.1			
N3.HOG0003264	OG0001330	n1			rna-XM_040181928.1			
N3.HOG0003265	OG0001330	n4			rna-XM_040193543.1			
N3.HOG0003266	OG0001331	n1			rna-XM_040170837.1			
N3.HOG0003267	OG0001331	n4			rna-XM_040181634.1			
N3.HOG0003268	OG0001332	n1			rna-XM_040178381.1			
N3.HOG0003269	OG0001332	n4			rna-XM_040181330.1			
N3.HOG0003270	OG0001333	n1			rna-XM_040169353.1			
N3.HOG0003271	OG0001333	n4			rna-XM_040182136.1			
N3.HOG0003272	OG0001334	n1			rna-XM_040171485.1			
N3.HOG0003273	OG0001334	n4			rna-XM_040182416.1			
N3.HOG0003274	OG0001335	n1			rna-XM_040194316.1			
N3.HOG0003275	OG0001335	n4			rna-XM_040182376.1			
N3.HOG0003276	OG0001336	n1			rna-XM_040179213.1			
N3.HOG0003277	OG0001336	n4			rna-XM_040182217.1			
N3.HOG0003278	OG0001337	n1			rna-XM_040193430.1			
N3.HOG0003279	OG0001337	n4			rna-XM_040182266.1			
N3.HOG0003280	OG0001338	n3			rna-XM_040174925.1			
N3.HOG0003281	OG0001338	n5			rna-XM_040174922.1			
N3.HOG0003282	OG0001338	n6			rna-XM_040179893.1			
N3.HOG0003283	OG0001339	n1			rna-XM_040181620.1			
N3.HOG0003284	OG0001339	n4			rna-XM_040181459.1			
N3.HOG0003285	OG0001340	n1			rna-XM_040182761.1			
N3.HOG0003286	OG0001340	n4			rna-XM_040182314.1			
N3.HOG0003287	OG0001341	n1			rna-XM_040188307.1			
N3.HOG0003288	OG0001341	n5			rna-XM_040183053.1			
N3.HOG0003289	OG0001342	n1			rna-XM_040193020.1			
N3.HOG0003290	OG0001342	n4			rna-XM_040182364.1			
N3.HOG0003291	OG0001343	n1			rna-XM_040177043.1			
N3.HOG0003292	OG0001343	n4			rna-XM_040182705.1			
N3.HOG0003293	OG0001344	n1			rna-XM_040173621.1			
N3.HOG0003294	OG0001344	n4			rna-XM_040182708.1			
N3.HOG0003295	OG0001345	n1			rna-XM_040161823.1			
N3.HOG0003296	OG0001345	n4			rna-XM_040181276.1			
N3.HOG0003297	OG0001346	n1			rna-XM_040169166.1			
N3.HOG0003298	OG0001346	n4			rna-XM_040180850.1			
N3.HOG0003299	OG0001347	n4			rna-XM_040180772.1			
N3.HOG0003300	OG0001348	n1			rna-XM_040185216.1			
N3.HOG0003301	OG0001348	n4			rna-XM_040180853.1			
N3.HOG0003302	OG0001349	n1			rna-XM_040190191.1			
N3.HOG0003303	OG0001349	n4			rna-XM_040180831.1			
N3.HOG0003304	OG0001350	n1			rna-XM_040173495.1			
N3.HOG0003305	OG0001350	n4			rna-XM_040182255.1			
N3.HOG0003306	OG0001351	n1			rna-XM_040190043.1			
N3.HOG0003307	OG0001351	n4			rna-XM_040182003.1			
N3.HOG0003308	OG0001352	n1			rna-XM_040192742.1			
N3.HOG0003309	OG0001352	n4			rna-XM_040181997.1			
N3.HOG0003310	OG0001353	n1			rna-XM_040173991.1			
N3.HOG0003311	OG0001353	n4			rna-XM_040179708.1			
N3.HOG0003312	OG0001354	n1			rna-XM_040183876.1			
N3.HOG0003313	OG0001354	n4			rna-XM_040181508.1			
N3.HOG0003314	OG0001355	n1			rna-XM_040179490.1			
N3.HOG0003315	OG0001355	n4			rna-XM_040180468.1			
N3.HOG0003316	OG0001356	n1			rna-XM_040170628.1			
N3.HOG0003317	OG0001356	n4			rna-XM_040181534.1			
N3.HOG0003318	OG0001357	n1			rna-XM_040194001.1			
N3.HOG0003319	OG0001357	n4			rna-XM_040181322.1			
N3.HOG0003320	OG0001358	n2			rna-XM_040184819.1			
N3.HOG0003321	OG0001358	n5			rna-XM_040180445.1			
N3.HOG0003322	OG0001359	n1			rna-XM_040180796.1			
N3.HOG0003323	OG0001359	n4			rna-XM_040182887.1			
N3.HOG0003324	OG0001360	n0			rna-XM_040181151.1, rna-XM_040181145.1, rna-XM_040181152.1			
N3.HOG0003325	OG0001361	n1			rna-XM_040192007.1			
N3.HOG0003326	OG0001361	n4			rna-XM_040179825.1			
N3.HOG0003327	OG0001362	n1			rna-XM_040175097.1			
N3.HOG0003328	OG0001362	n5			rna-XM_040179829.1			
N3.HOG0003329	OG0001363	n1			rna-XM_040163674.1			
N3.HOG0003330	OG0001363	n4			rna-XM_040182730.1			
N3.HOG0003331	OG0001364	n1			rna-XM_040184530.1			
N3.HOG0003332	OG0001364	n4			rna-XM_040181932.1			
N3.HOG0003333	OG0001365	n1			rna-XM_040171725.1			
N3.HOG0003334	OG0001365	n4			rna-XM_040180689.1			
N3.HOG0003335	OG0001366	n1			rna-XM_040182197.1			
N3.HOG0003336	OG0001366	n4			rna-XM_040181236.1			
N3.HOG0003337	OG0001367	n1			rna-XM_040162735.1			
N3.HOG0003338	OG0001367	n4			rna-XM_040173352.1			
N3.HOG0003339	OG0001368	n0			rna-XM_040174242.1, rna-XM_040174631.1, rna-XM_040172641.1			
N3.HOG0003340	OG0001369	n4			rna-XM_040172983.1			
N3.HOG0003341	OG0001369	n6			rna-XM_040172990.1			
N3.HOG0003342	OG0001370	n1			rna-XM_040161816.1	rna-XM_040168586.1		
N3.HOG0003343	OG0001370	n5			rna-XM_040174227.1			
N3.HOG0003344	OG0001371	n1			rna-XM_040162905.1			
N3.HOG0003345	OG0001371	n4			rna-XM_040174703.1			
N3.HOG0003346	OG0001372	n1			rna-XM_040163144.1			
N3.HOG0003347	OG0001372	n4			rna-XM_040174350.1			
N3.HOG0003348	OG0001374	n2			rna-XM_040163868.1	rna-XM_040168290.1		
N3.HOG0003349	OG0001374	n5			rna-XM_040174162.1			
N3.HOG0003350	OG0001375	n1			rna-XM_040163139.1			
N3.HOG0003351	OG0001375	n4			rna-XM_040174154.1			
N3.HOG0003352	OG0001376	n1			rna-XM_040163367.1			
N3.HOG0003353	OG0001376	n4			rna-XM_040174175.1			
N3.HOG0003354	OG0001377	n2			rna-XM_040162194.1	rna-XM_040168613.1		
N3.HOG0003355	OG0001377	n5			rna-XM_040174679.1			
N3.HOG0003356	OG0001378	n1			rna-XM_040163221.1			
N3.HOG0003357	OG0001378	n4			rna-XM_040175447.1			
N3.HOG0003358	OG0001379	n1			rna-XM_040163705.1			
N3.HOG0003359	OG0001379	n4			rna-XM_040174379.1			
N3.HOG0003360	OG0001380	n1			rna-XM_040191010.1			
N3.HOG0003361	OG0001380	n4			rna-XM_040176895.1			
N3.HOG0003362	OG0001381	n1			rna-XM_040183182.1			
N3.HOG0003363	OG0001381	n4			rna-XM_040176368.1			
N3.HOG0003364	OG0001382	n1			rna-XM_040191203.1			
N3.HOG0003365	OG0001382	n4			rna-XM_040176922.1			
N3.HOG0003366	OG0001383	n1			rna-XM_040190876.1			
N3.HOG0003367	OG0001383	n4			rna-XM_040177121.1			
N3.HOG0003368	OG0001384	n1			rna-XM_040190706.1			
N3.HOG0003369	OG0001384	n4			rna-XM_040176454.1			
N3.HOG0003370	OG0001385	n1			rna-XM_040190705.1			
N3.HOG0003371	OG0001385	n4			rna-XM_040176452.1			
N3.HOG0003372	OG0001386	n1			rna-XM_040190757.1			
N3.HOG0003373	OG0001386	n4			rna-XM_040176334.1			
N3.HOG0003374	OG0001387	n1			rna-XM_040190763.1			
N3.HOG0003375	OG0001387	n4			rna-XM_040177124.1			
N3.HOG0003376	OG0001388	n1			rna-XM_040191949.1			
N3.HOG0003377	OG0001388	n4			rna-XM_040177636.1			
N3.HOG0003378	OG0001389	n1			rna-XM_040191806.1			
N3.HOG0003379	OG0001389	n4			rna-XM_040177606.1			
N3.HOG0003380	OG0001390	n1			rna-XM_040190780.1			
N3.HOG0003381	OG0001390	n4			rna-XM_040177618.1			
N3.HOG0003382	OG0001391	n1			rna-XM_040191730.1			
N3.HOG0003383	OG0001391	n4			rna-XM_040175983.1			
N3.HOG0003384	OG0001392	n1			rna-XM_040170741.1			
N3.HOG0003385	OG0001392	n4			rna-XM_040177061.1			
N3.HOG0003386	OG0001393	n1			rna-XM_040190785.1			
N3.HOG0003387	OG0001393	n4			rna-XM_040177474.1			
N3.HOG0003388	OG0001394	n1			rna-XM_040190357.1			
N3.HOG0003389	OG0001394	n4			rna-XM_040176717.1			
N3.HOG0003390	OG0001395	n1			rna-XM_040190427.1			
N3.HOG0003391	OG0001395	n4			rna-XM_040176482.1			
N3.HOG0003392	OG0001396	n2			rna-XM_040176376.1			
N3.HOG0003393	OG0001396	n4			rna-XM_040191064.1			
N3.HOG0003394	OG0001397	n1			rna-XM_040191565.1			
N3.HOG0003395	OG0001397	n4			rna-XM_040176796.1			
N3.HOG0003396	OG0001398	n1			rna-XM_040191326.1			
N3.HOG0003397	OG0001398	n4			rna-XM_040176852.1			
N3.HOG0003398	OG0001399	n1			rna-XM_040190620.1			
N3.HOG0003399	OG0001399	n4			rna-XM_040175873.1			
N3.HOG0003400	OG0001400	n1			rna-XM_040191988.1			
N3.HOG0003401	OG0001400	n5			rna-XM_040176937.1			
N3.HOG0003402	OG0001401	n1			rna-XM_040192000.1			
N3.HOG0003403	OG0001401	n4			rna-XM_040176924.1			
N3.HOG0003404	OG0001402	n1			rna-XM_040192002.1			
N3.HOG0003405	OG0001402	n4			rna-XM_040176929.1			
N3.HOG0003406	OG0001403	n1			rna-XM_040192003.1			
N3.HOG0003407	OG0001403	n4			rna-XM_040175763.1			
N3.HOG0003408	OG0001404	n1			rna-XM_040190665.1			
N3.HOG0003409	OG0001404	n5			rna-XM_040176231.1			
N3.HOG0003410	OG0001405	n1			rna-XM_040191870.1			
N3.HOG0003411	OG0001405	n4			rna-XM_040176254.1			
N3.HOG0003412	OG0001406	n1			rna-XM_040190521.1			
N3.HOG0003413	OG0001406	n4			rna-XM_040176289.1			
N3.HOG0003414	OG0001407	n1			rna-XM_040189810.1			
N3.HOG0003415	OG0001407	n4			rna-XM_040176302.1			
N3.HOG0003416	OG0001408	n1			rna-XM_040190944.1			
N3.HOG0003417	OG0001408	n4			rna-XM_040176071.1			
N3.HOG0003418	OG0001409	n1			rna-XM_040191515.1			
N3.HOG0003419	OG0001409	n4			rna-XM_040175864.1			
N3.HOG0003420	OG0001410	n1			rna-XM_040190361.1			
N3.HOG0003421	OG0001410	n4			rna-XM_040176954.1			
N3.HOG0003422	OG0001411	n2			rna-XM_040190912.1			
N3.HOG0003423	OG0001411	n4			rna-XM_040176028.1			
N3.HOG0003424	OG0001412	n1			rna-XM_040191410.1			
N3.HOG0003425	OG0001412	n4			rna-XM_040177370.1			
N3.HOG0003426	OG0001413	n1			rna-XM_040191966.1			
N3.HOG0003427	OG0001413	n4			rna-XM_040175809.1			
N3.HOG0003428	OG0001414	n1			rna-XM_040191053.1			
N3.HOG0003429	OG0001414	n4			rna-XM_040176357.1			
N3.HOG0003430	OG0001415	n0			rna-XM_040175708.1, rna-XM_040177106.1			
N3.HOG0003431	OG0001416	n1			rna-XM_040190907.1			
N3.HOG0003432	OG0001416	n4			rna-XM_040175954.1			
N3.HOG0003433	OG0001417	n1			rna-XM_040190493.1			
N3.HOG0003434	OG0001417	n3			rna-XM_040176782.1			
N3.HOG0003435	OG0001418	n1			rna-XM_040178641.1			
N3.HOG0003436	OG0001418	n4			rna-XM_040191074.1			
N3.HOG0003437	OG0001419	n1			rna-XM_040190892.1			
N3.HOG0003438	OG0001419	n4			rna-XM_040190326.1			
N3.HOG0003439	OG0001420	n0			rna-XM_040190328.1, rna-XM_040190331.1			
N3.HOG0003440	OG0001421	n1				rna-XM_040169016.1		
N3.HOG0003441	OG0001421	n4			rna-XM_040189807.1			
N3.HOG0003442	OG0001422	n1			rna-XM_040198418.1			
N3.HOG0003443	OG0001422	n4			rna-XM_040190015.1			
N3.HOG0003444	OG0001423	n1			rna-XM_040162829.1			
N3.HOG0003445	OG0001423	n4			rna-XM_040170642.1			
N3.HOG0003446	OG0001424	n1			rna-XM_040171096.1			
N3.HOG0003447	OG0001424	n4			rna-XM_040181280.1			
N3.HOG0003448	OG0001425	n1			rna-XM_040171982.1			
N3.HOG0003449	OG0001425	n5			rna-XM_040171979.1			
N3.HOG0003450	OG0001426	n3			rna-XM_040167698.1			
N3.HOG0003451	OG0001426	n5			rna-XM_040170951.1			
N3.HOG0003452	OG0001427	n1			rna-XM_040180175.1			
N3.HOG0003453	OG0001427	n3			rna-XM_040170353.1			
N3.HOG0003454	OG0001428	n1			rna-XM_040182410.1			
N3.HOG0003455	OG0001428	n4			rna-XM_040170998.1			
N3.HOG0003456	OG0001429	n1			rna-XM_040180487.1			
N3.HOG0003457	OG0001429	n4			rna-XM_040171277.1			
N3.HOG0003458	OG0001430	n1			rna-XM_040202771.1			
N3.HOG0003459	OG0001430	n4			rna-XM_040171003.1			
N3.HOG0003460	OG0001431	n1			rna-XM_040181065.1			
N3.HOG0003461	OG0001431	n4			rna-XM_040171836.1			
N3.HOG0003462	OG0001432	n0			rna-XM_040160498.1			
N3.HOG0003463	OG0001433	n1			rna-XM_040160116.1			
N3.HOG0003464	OG0001433	n4			rna-XM_040160787.1			
N3.HOG0003465	OG0001434	n1			rna-XM_040168256.1			
N3.HOG0003466	OG0001434	n4			rna-XM_040161164.1			
N3.HOG0003467	OG0001435	n2			rna-XM_040160385.1			
N3.HOG0003468	OG0001435	n4			rna-XM_040199082.1			
N3.HOG0003469	OG0001436	n1			rna-XM_040160488.1			
N3.HOG0003470	OG0001436	n3			rna-XM_040161477.1, rna-XM_040159941.1			
N3.HOG0003471	OG0001438	n1			rna-XM_040198107.1			
N3.HOG0003472	OG0001438	n5			rna-XM_040160444.1			
N3.HOG0003473	OG0001439	n1			rna-XM_040168218.1			
N3.HOG0003474	OG0001439	n4			rna-XM_040161219.1			
N3.HOG0003475	OG0001440	n1			rna-XM_040163552.1			
N3.HOG0003476	OG0001440	n4			rna-XM_040180363.1			
N3.HOG0003477	OG0001441	n0			rna-XM_040183076.1			
N3.HOG0003478	OG0001442	n5				rna-XM_040169077.1		
N3.HOG0003479	OG0001442	n6			rna-XM_040162819.1			
N3.HOG0003480	OG0001443	n1			rna-XM_040166827.1			
N3.HOG0003481	OG0001443	n4			rna-XM_040182089.1			
N3.HOG0003482	OG0001444	n4			rna-XM_040201510.1			
N3.HOG0003483	OG0001444	n6			rna-XM_040180511.1			
N3.HOG0003484	OG0001445	n0			rna-XM_040181655.1, rna-XM_040182455.1, rna-XM_040181062.1, rna-XM_040179670.1			
N3.HOG0003485	OG0001446	n1			rna-XM_040167481.1			
N3.HOG0003486	OG0001446	n4			rna-XM_040174004.1			
N3.HOG0003487	OG0001447	n3			rna-XM_040179827.1			
N3.HOG0003488	OG0001447	n6			rna-XM_040190856.1			
N3.HOG0003489	OG0001448	n0			rna-XM_040193805.1			
N3.HOG0003490	OG0001449	n0			rna-XM_040202344.1, rna-XM_040164456.1			
N3.HOG0003491	OG0001450	n1			rna-XM_040163057.1			
N3.HOG0003492	OG0001450	n4			rna-XM_040164167.1			
N3.HOG0003493	OG0001451	n1			rna-XM_040163561.1			
N3.HOG0003494	OG0001451	n4			rna-XM_040166164.1			
N3.HOG0003495	OG0001452	n0			rna-XM_040160840.1			
N3.HOG0003496	OG0001453	n0			rna-XM_040160538.1			
N3.HOG0003497	OG0001454	n1			rna-XM_040163810.1			
N3.HOG0003498	OG0001454	n4			rna-XM_040161561.1			
N3.HOG0003499	OG0001455	n1			rna-XM_040196051.1			
N3.HOG0003500	OG0001455	n5			rna-XM_040163729.1			
N3.HOG0003501	OG0001456	n1			rna-XM_040162876.1			
N3.HOG0003502	OG0001456	n4			rna-XM_040169253.1			
N3.HOG0003503	OG0001457	n1			rna-XM_040163445.1	rna-XM_040168875.1		
N3.HOG0003504	OG0001457	n4			rna-XM_040197180.1			
N3.HOG0003505	OG0001458	n1			rna-XM_040163089.1			
N3.HOG0003506	OG0001458	n4			rna-XM_040169019.1			
N3.HOG0003507	OG0001459	n1			rna-XM_040163306.1			
N3.HOG0003508	OG0001459	n4			rna-XM_040167652.1			
N3.HOG0003509	OG0001460	n1			rna-XM_040163261.1	rna-XM_040167976.1		
N3.HOG0003510	OG0001460	n4			rna-XM_040200644.1			
N3.HOG0003511	OG0001461	n1			rna-XM_040163804.1			
N3.HOG0003512	OG0001461	n4			rna-XM_040197595.1			
N3.HOG0003513	OG0001462	n0			rna-XM_040204193.1, rna-XM_040204244.1			
N3.HOG0003514	OG0001463	n2			rna-XM_040200261.1			
N3.HOG0003515	OG0001463	n4			rna-XM_040169510.1, rna-XM_040168865.1, rna-XM_040201557.1			
N3.HOG0003516	OG0001464	n1			rna-XM_040163305.1			
N3.HOG0003517	OG0001464	n4			rna-XM_040197555.1			
N3.HOG0003518	OG0001465	n1			rna-XM_040162157.1			
N3.HOG0003519	OG0001465	n4			rna-XM_040196973.1			
N3.HOG0003520	OG0001466	n2			rna-XM_040162161.1	rna-XM_040169024.1		
N3.HOG0003521	OG0001466	n5			rna-XM_040197044.1			
N3.HOG0003522	OG0001467	n1			rna-XM_040163159.1			
N3.HOG0003523	OG0001467	n4			rna-XM_040168402.1			
N3.HOG0003524	OG0001468	n1			rna-XM_040162147.1			
N3.HOG0003525	OG0001468	n4			rna-XM_040169075.1			
N3.HOG0003526	OG0001469	n0			rna-XM_040164882.1			
N3.HOG0003527	OG0001470	n1			rna-XM_040162926.1			
N3.HOG0003528	OG0001470	n4			rna-XM_040202963.1			
N3.HOG0003529	OG0001471	n2			rna-XM_040163726.1			
N3.HOG0003530	OG0001471	n4			rna-XM_040163195.1	rna-XM_040168474.1		
N3.HOG0003531	OG0001472	n1			rna-XM_040162029.1			
N3.HOG0003532	OG0001472	n4			rna-XM_040204712.1			
N3.HOG0003533	OG0001473	n1			rna-XM_040162941.1			
N3.HOG0003534	OG0001473	n4			rna-XM_040163186.1			
N3.HOG0003535	OG0001474	n1			rna-XM_040162709.1			
N3.HOG0003536	OG0001474	n4			rna-XM_040162952.1			
N3.HOG0003537	OG0001475	n1			rna-XM_040163772.1			
N3.HOG0003538	OG0001475	n4			rna-XM_040161708.1			
N3.HOG0003539	OG0001476	n1			rna-XM_040162180.1			
N3.HOG0003540	OG0001476	n4			rna-XM_040196808.1			
N3.HOG0003541	OG0001477	n1			rna-XM_040162951.1			
N3.HOG0003542	OG0001477	n4			rna-XM_040197480.1			
N3.HOG0003543	OG0001478	n1			rna-XM_040163167.1			
N3.HOG0003544	OG0001478	n4			rna-XM_040162920.1			
N3.HOG0003545	OG0001479	n1			rna-XM_040163682.1	rna-XM_040169029.1		
N3.HOG0003546	OG0001479	n4			rna-XM_040162974.1			
N3.HOG0003547	OG0001480	n0			rna-XM_040162737.1	rna-XM_040168749.1		
N3.HOG0003548	OG0001481	n1			rna-XM_040163752.1			
N3.HOG0003549	OG0001481	n2			rna-XM_040163801.1			
N3.HOG0003550	OG0001482	n3			rna-XM_040204857.1			
N3.HOG0003551	OG0001482	n5			rna-XM_040163302.1			
N3.HOG0003552	OG0001483	n0			rna-XM_040163242.1	rna-XM_040168643.1, rna-XM_040169069.1		
N3.HOG0003553	OG0001484	n0			rna-XM_040162893.1	rna-XM_040168757.1		
N3.HOG0003554	OG0001485	n2			rna-XM_040161585.1	rna-XM_040168104.1		
N3.HOG0003555	OG0001485	n5			rna-XM_040163172.1			
N3.HOG0003556	OG0001486	n0			rna-XM_040161874.1	rna-XM_040168883.1, rna-XM_040168884.1, rna-XM_040168319.1		
N3.HOG0003557	OG0001487	n2			rna-XM_040162820.1	rna-XM_040168064.1		
N3.HOG0003558	OG0001488	n0			rna-XM_040162478.1	rna-XM_040168282.1, rna-XM_040168291.1		
N3.HOG0003559	OG0001489	n2			rna-XM_040196830.1			
N3.HOG0003560	OG0001489	n5			rna-XM_040162188.1			
N3.HOG0003561	OG0001490	n2				rna-XM_040169060.1, rna-XM_040168461.1		
N3.HOG0003562	OG0001490	n5			rna-XM_040161758.1			
N3.HOG0003563	OG0001491	n4			rna-XM_040165433.1			
N3.HOG0003564	OG0001491	n5			rna-XM_040174605.1			
N3.HOG0003565	OG0001491	n6			rna-XM_040163667.1			
N3.HOG0003566	OG0001492	n1			rna-XM_040163282.1			
N3.HOG0003567	OG0001492	n4			rna-XM_040163084.1			
N3.HOG0003568	OG0001493	n0			rna-XM_040162059.1	rna-XM_040168778.1		
N3.HOG0003569	OG0001494	n0			rna-XM_040184655.1, rna-XM_040184652.1			
N3.HOG0003570	OG0001495	n1			rna-XM_040175188.1, rna-XM_040175187.1			
N3.HOG0003571	OG0001496	n0			rna-XM_040181949.1, rna-XM_040181947.1, rna-XM_040181946.1, rna-XM_040182196.1, rna-XM_040181948.1			
N3.HOG0003572	OG0001501	n1			rna-XM_040170208.1			
N3.HOG0003573	OG0001501	n3			rna-XM_040167833.1			
N3.HOG0003574	OG0001502	n1			rna-XM_040200921.1			
N3.HOG0003575	OG0001503	n2			rna-XM_040177160.1			
N3.HOG0003576	OG0001503	n4			rna-XM_040177353.1			
N3.HOG0003577	OG0001504	n1			rna-XM_040201711.1			
N3.HOG0003578	OG0001504	n4			rna-XM_040187575.1			
N3.HOG0003579	OG0001506	n1			rna-XM_040201719.1			
N3.HOG0003580	OG0001506	n4			rna-XM_040178527.1			
N3.HOG0003581	OG0001507	n1			rna-XM_040173644.1			
N3.HOG0003582	OG0001508	n1			rna-XM_040200806.1			
N3.HOG0003583	OG0001508	n3			rna-XM_040191556.1			
N3.HOG0003584	OG0001509	n0			rna-XM_040187227.1, rna-XM_040185705.1			
N3.HOG0003585	OG0001510	n0			rna-XM_040201613.1			
N3.HOG0003586	OG0001511	n0			rna-XM_040176636.1			
N3.HOG0003587	OG0001513	n3			rna-XM_040186457.1, rna-XM_040189377.1			
N3.HOG0003588	OG0001513	n5			rna-XM_040201456.1			
N3.HOG0003589	OG0001514	n2			rna-XM_040178915.1			
N3.HOG0003590	OG0001514	n4			rna-XM_040202513.1			
N3.HOG0003591	OG0001515	n1			rna-XM_040201374.1			
N3.HOG0003592	OG0001515	n3			rna-XM_040184564.1			
N3.HOG0003593	OG0001516	n1			rna-XM_040169157.1			
N3.HOG0003594	OG0001517	n2			rna-XM_040201751.1			
N3.HOG0003595	OG0001517	n4			rna-XM_040181856.1			
N3.HOG0003596	OG0001518	n1			rna-XM_040200968.1			
N3.HOG0003597	OG0001518	n3			rna-XM_040175690.1			
N3.HOG0003598	OG0001519	n0			rna-XM_040178451.1, rna-XM_040169381.1, rna-XM_040175231.1			
N3.HOG0003599	OG0001521	n2			rna-XM_040200820.1			
N3.HOG0003600	OG0001521	n4			rna-XM_040177631.1			
N3.HOG0003601	OG0001522	n1			rna-XM_040201872.1			
N3.HOG0003602	OG0001522	n3			rna-XM_040182886.1			
N3.HOG0003603	OG0001523	n1			rna-XM_040184607.1			
N3.HOG0003604	OG0001523	n4			rna-XM_040182210.1			
N3.HOG0003605	OG0001524	n4			rna-XM_040175435.1			
N3.HOG0003606	OG0001524	n5			rna-XM_040183967.1			
N3.HOG0003607	OG0001526	n2			rna-XM_040197235.1			
N3.HOG0003608	OG0001526	n4			rna-XM_040196146.1			
N3.HOG0003609	OG0001527	n1			rna-XM_040197811.1			
N3.HOG0003610	OG0001527	n4			rna-XM_040195104.1			
N3.HOG0003611	OG0001528	n0			rna-XM_040182586.1			
N3.HOG0003612	OG0001529	n2			rna-XM_040196811.1			
N3.HOG0003613	OG0001530	n0			rna-XM_040161860.1			
N3.HOG0003614	OG0001531	n2			rna-XM_040197946.1			
N3.HOG0003615	OG0001531	n4			rna-XM_040195668.1			
N3.HOG0003616	OG0001532	n0			rna-XM_040194863.1			
N3.HOG0003617	OG0001533	n2			rna-XM_040198454.1			
