ChrGa	Start	End	GeneGa	GeneGw	ChrGw	Start	End	NCBI_gene	Ensemble_ID	Ensemble_Human_ID	HIindex	Strata Group
NC_053223.1	11455156	11458797	rna-XM_040194265.1	g4425.t1	chr12	13670092	13672930	120829807	ENSGACG00000030382	ENSG00000173614	0.04956483	S4	2n
NC_053223.1	11461724	11477809	rna-XM_040194290.1	g4427.t1	chr12	13677130	13693692	120829812	ENSGACG00000007229	ENSG00000130939	0.329099002	S4	2n
NC_053223.1	11478585	11528391	rna-XM_040194273.1	g4428.t2	chr12	13697140	13743706	120829811	ENSGACG00000007205	ENSG00000054523	0.70541308	S4	1n-2n
NC_053223.1	11529139	11534771	rna-XM_040194293.1	g4429.t1	chr12	13747644	13752664	120829814	ENSGACG00000007164	ENSG00000142657	0.219367563	S4	2n
NC_053223.1	11541326	11546205	rna-XM_040194292.1	g4431.t2	chr12	13760407	13763611	120829813	ENSGACG00000007121	ENSG00000175262	0.000880399	S4	2n
NC_053223.1	11688057	11733717	rna-XM_040193495.1	g4432.t2	chr12	13906472	13949916	120829422	ENSGACG00000007115	ENSG00000130940	0.585063144	S4	2n
NC_053223.1	11743835	11785133	rna-XM_040193470.1	g4433.t1	chr12	13964343	14004652	120829409	ENSGACG00000007105	ENSG00000142655	0.422466916	S4	1n-2n
NC_053223.1	11786521	11791202	rna-XM_040193473.1	g4434.t1	chr12	14006231	14009643	120829411	ENSGACG00000007082	ENSG00000160049	0.046121034	S4	1n-2n
NC_053223.1	11792790	11796977	rna-XM_040193471.1	g4435.t1	chr12	14012494	14015046	120829410	ENSGACG00000007078	ENSG00000009724	0.022613369	S4	1n-2n
NC_053223.1	11811912	11815105	rna-XM_040193687.1	g4437.t1	chr12	14031831	14033948	120829521	ENSGACG00000007067	ENSG00000116649	0.154905334	S4	2n
NC_053223.1	11816579	11825317	rna-XM_040193686.1	g4438.t1	chr12	14035730	14045698	120829520	ENSGACG00000007037	ENSG00000171824	0.108028993	S4	1n-2n
NC_053223.1	12057080	12062132	rna-XM_040193743.1	g4445.t1	chr12	14288396	14291685	120829547	ENSGACG00000006953	ENSG00000131044	0.211515283	S4	2n
NC_053223.1	12111768	12118017	rna-XM_040193050.1	g4450.t2	chr12	14341765	14346687	120829166	ENSGACG00000006920	ENSG00000124155	0.214788369	S4	2n
NC_053223.1	12250647	12257171	rna-XM_040194032.1	g4456.t1	chr12	14478453	14484108	120829692	ENSGACG00000006807	ENSG00000158578	0.302471943	S4	2n
NC_053223.1	12257177	12263925	rna-XM_040194030.1	g4457.t1	chr12	14484498	14491083	120829691	ENSGACG00000037850	ENSG00000215912	0.005081826	S4	1n-2n
NC_053223.1	12265909	12275988	rna-XM_040192207.1	g4458.t1	chr12	14493821	14500812	120828695	ENSGACG00000026241	ENSG00000067182	0.066342275	S4	2n
NC_053223.1	12296507	12299931	rna-XM_040192209.1	g4461.t1	chr12	14527241	14528211	120828696	ENSGACG00000006774	ENSG00000066185	0.061905511	S4	2n
NC_053223.1	12299977	12307790	rna-XM_040192204.1	g4462.t1	chr12	14528987	14535830	120828694	ENSGACG00000006774	ENSG00000066185	0.061905511	S4	1n-2n
NC_053223.1	12771946	12775698	rna-XM_040193385.1	g4476.t1	chr12	14998749	15001316	120829356	ENSGACG00000006584	ENSG00000158109	0.090887551	S4	2n
NC_053223.1	12775800	12787703	rna-XM_040193384.1	g4477.t1	chr12	15002649	15013020	120829355	ENSGACG00000006567	ENSG00000116213	0.036942374	S4	2n
NC_053223.1	12785568	12809919	rna-XM_040193379.1	g4478.t1	chr12	15017861	15039925	120829354	ENSGACG00000006547	ENSG00000078900	0.323241881	S4	2n
NC_053223.1	12810397	12817873	rna-XM_040193778.1	g4479.t2	chr12	15044015	15047685	120829565	ENSGACG00000006541	ENSG00000157916	0.094692829	S4	2n
NC_053223.1	12909478	12930407	rna-XM_040192651.1	g4481.t1	chr12	15119776	15131894	120828953	ENSGACG00000006503	ENSG00000158292	0.070196009	S4	1n-2n
NC_053223.1	12935100	12968755	rna-XM_040193836.1	g4482.t1	chr12	15145205	15183363	120829582	ENSGACG00000006473	ENSG00000097021	0.198258082	S4	2n
NC_053223.1	12996675	13028084	rna-XM_040192627.1	g4485.t2	chr12	15210908	15240610	120828934	ENSGACG00000006464	ENSG00000187017	0.12858616	S4	1n-2n
NC_053223.1	13029646	13038044	rna-XM_040192633.1	g4486.t1	chr12	15244141	15252088	120828935	ENSGACG00000006452	ENSG00000130762	0.026734333	S4	2n
NC_053223.1	13038043	13042717	rna-XM_040192635.1	g4487.t3	chr12	15253134	15257726	120828936	ENSGACG00000006447	ENSG00000065978	0.820953298	S4	2n
NC_053223.1	13058938	13061625	rna-XM_040193254.1	g4490.t1	chr12	15274480	15276733	120829276	ENSGACG00000006435	ENSG00000166337	0.251862987	S4	2n
NC_053223.1	13086035	13095779	rna-XM_040193584.1	g4493.t1	chr12	15301889	15312033	120829468	ENSGACG00000006411	ENSG00000127463	0.229110718	S4	2n
NC_053223.1	13096417	13145752	rna-XM_040194563.1	g4494.t2	chr12	15312780	15357612	120829939	ENSGACG00000006365	ENSG00000127481	0.369648327	S4	2n
NC_053223.1	13167007	13172260	rna-XM_040193548.1	g4499.t1	chr12	15378406	15381930	120829447	ENSGACG00000006318	ENSG00000101413	0.431276538	S4	2n
NC_053223.1	14936612	14973718	rna-XM_040193287.1	g4501.t4	chr12	15432390	15469829	120829299	ENSGACG00000005474	ENSG00000142609	0.001720148	S4	1n-2n
NC_053223.1	15008714	15020456	rna-XM_040193344.1	g4503.t1	chr12	15507236	15516050	120829324	ENSGACG00000005446	ENSG00000008130	0.029857865	S4	2n
NC_053223.1	15022220	15027491	rna-XM_040193357.1	g4504.t1	chr12	15520742	15524172	120829332	ENSGACG00000032348	ENSG00000189339	0.023130714	S4	2n
NC_053223.1	15028131	15031160	rna-XM_040193369.1	g4505.t1	chr12	15526168	15528420	120829340	ENSGACG00000005412	ENSG00000162241	0.031031325	S4	1n-2n
NC_053223.1	15032814	15036109	rna-XM_040193372.1	g4506.t1	chr12	15530651	15533049	120829342	ENSGACG00000005361	ENSG00000116670	0.816624443	S4	2n
NC_053223.1	15113374	15122065	rna-XM_040193371.1	g4510.t1	chr12	15614386	15622274	120829341	ENSGACG00000027678	ENSG00000185519	0.04418274	S4	2n
NC_053223.1	15134978	15137642	rna-XM_040193376.1	g4512.t1	chr12	15645060	15647151	120829345	ENSGACG00000037340	ENSG00000173641	0.110026847	S4	2n
NC_053223.1	15138084	15145759	rna-XM_040193313.1	g4513.t1	chr12	15649152	15654906	120829309	ENSGACG00000005273	ENSG00000116809	0.217828999	S4	2n
NC_053223.1	15146059	15150223	rna-XM_040193349.1	g4514.t1	chr12	15656467	15660309	120829325	ENSGACG00000005260	ENSG00000244038	0.272183945	S4	2n
NC_053223.1	15150433	15164420	rna-XM_040193301.1	g4515.t1	chr12	15661799	15671896	120829304	ENSGACG00000005254	ENSG00000116786	0.162189796	S4	2n
NC_053223.1	14024416	14032843	rna-XM_040193307.1	g4529.t1	chr12	16135557	16143276	120829307	ENSGACG00000005719	ENSG00000154767	0.047964422	S4	2n
NC_053223.1	14012415	14023616	rna-XM_040193342.1	g4530.t1	chr12	16147217	16154533	120829321	ENSGACG00000005727	ENSG00000177479	0.470383074	S4	2n
NC_053223.1	14002127	14012233	rna-XM_040193340.1	g4531.t1	chr12	16157499	16165802	120829320	ENSGACG00000005730	ENSG00000178035	0.593120508	S4	2n
NC_053223.1	13981615	13988115	rna-XM_040193334.1	g4533.t1	chr12	16184588	16189516	120829317	ENSGACG00000005745	ENSG00000178149	0.021073748	S4	1n-2n
NC_053223.1	13889034	13960875	rna-XM_040192708.1	g4534.t2	chr12	16213156	16283817	120828995	ENSGACG00000005753	ENSG00000008300	0.153990556	S4	1n-2n
NC_053223.1	13865949	13877154	rna-XM_040192709.1	g4536.t1	chr12	16295256	16300410	120828996	ENSGACG00000005768	ENSG00000178252	0.07258314	S4	1n-2n
NC_053223.1	13755437	13767156	rna-XM_040192777.1	g4544.t1	chr12	16411552	16416754	120829029	ENSGACG00000005808	ENSG00000145020	0.121814871	S4	2n
NC_053223.1	13746913	13755217	rna-XM_040192781.1	g4545.t1	chr12	16419006	16425800	120829031	ENSGACG00000005812	ENSG00000214706	0.203123422	S4	2n
NC_053223.1	13575530	13619072	rna-XM_040194448.1	g4548.t1	chr12	16545709	16584289	120829871	ENSGACG00000005862	ENSG00000010319	0.032045194	S4	2n
NC_053223.1	13506281	13510951	rna-XM_040194450.1	g4550.t1	chr12	16633720	16637647	120829872	ENSGACG00000005905	ENSG00000113812	0.331819735	S4	2n
NC_053223.1	13494126	13500558	rna-XM_040194452.1	g4552.t1	chr12	16644268	16648319	120829873	ENSGACG00000005956	ENSG00000016391	0.021054975	S4	2n
NC_053223.1	13429555	13438522	rna-XM_040194454.1	g4554.t1	chr12	16704389	16710357	120829875	ENSGACG00000005995	ENSG00000272886	0.159569513	S4	1n-2n
NC_053223.1	13408310	13411152	rna-XM_040194402.1	g4557.t1	chr12	16731356	16733994	120829864	ENSGACG00000006042	ENSG00000130305	0.02859258	S4	1n-2n
NC_053223.1	13375954	13388544	rna-XM_040194390.1	g4559.t1	chr12	16760372	16779964	120829861	ENSGACG00000006074	ENSG00000185513	0.119862091	S4	1n-2n
NC_053223.1	13364612	13370076	rna-XM_040193939.1	g4561.t1	chr12	16787996	16791564	120829643	ENSGACG00000006117	ENSG00000125977	0.898760158	S4	1n-2n
NC_053223.1	13287856	13291553	rna-XM_040192821.1	g4568.t1	chr12	16871849	16876114	120829048	ENSGACG00000006241	ENSG00000184459	0.039473347	S4	1n-2n
NC_053223.1	13272095	13276891	rna-XM_040193422.1	g4570.t1	chr12	16887576	16891611	120829383	ENSGACG00000006257	ENSG00000101442	0.119979077	S4	2n
NC_053223.1	13240300	13245442	rna-XM_040194307.1	g4573.t2	chr12	16919189	16923730	120829819	ENSGACG00000006271	ENSG00000185482	0.423089748	S4	2n
NC_053223.1	14530847	14533691	rna-XM_040193364.1	g4581.t1	chr12	17441276	17445378	120829337	ENSGACG00000005516	ENSG00000169598	0.016683796	S4	2n
NC_053223.1	14528137	14531263	rna-XM_040193375.1	g4582.t1	chr12	17446554	17450637	120829344	ENSGACG00000029089	ENSG00000198912	0.001525391	S4	2n
NC_053223.1	14498256	14524492	rna-XM_040193304.1	g4584.t1	chr12	17457500	17483739	120829306	ENSGACG00000005533	ENSG00000116198	0.016991297	S4	1n-2n
NC_053223.1	14493750	14497761	rna-XM_040193339.1	g4585.t1	chr12	17485305	17488862	120829319	ENSGACG00000005550	ENSG00000130764	0.024654358	S4	1n-2n
NC_053223.1	14473377	14477639	rna-XM_040193353.1	g4588.t1	chr12	17504892	17507350	120829328	ENSGACG00000005579	ENSG00000132906	0.380237916	S4	2n
NC_053223.1	15180771	15198057	rna-XM_040193298.1	g4590.t2	chr12	17528417	17544800	120829303	ENSGACG00000005221	ENSG00000142632	0.036884859	S4	1n-2n
NC_053223.1	15198055	15205807	rna-XM_040193359.1	g4591.t1	chr12	17547025	17553715	120829334	ENSGACG00000036988	ENSG00000187583	0.007235319	S4	2n
NC_053223.1	15207613	15217025	rna-XM_040193329.1	g4592.t1	chr12	17556944	17562936	120829315	ENSGACG00000034822	ENSG00000162571	0.003969565	S4	1n-2n
NC_053223.1	15261299	15291609	rna-XM_040193263.1	g4593.t1	chr12	17624397	17647542	120829286	ENSGACG00000005209	ENSG00000197530	0.038692855	S4	1n-2n
NC_053223.1	15298349	15301894	rna-XM_040192995.1	g4594.t1	chr12	17659373	17661406	120829142	ENSGACG00000025432	ENSG00000120942	0.193617657	S4	2n
NC_053223.1	15302242	15309539	rna-XM_040192992.1	g4595.t1	chr12	17664621	17670420	120829141	ENSGACG00000005198	ENSG00000189409	0.015618206	S4	2n
NC_053223.1	15328523	15341718	rna-XM_040192151.1	g4599.t1	chr12	17690922	17702986	120828660	ENSGACG00000005124	ENSG00000159363	0.211936486	S4	2n
NC_053223.1	15371055	15375757	rna-XM_040193639.1	g4603.t1	chr12	17735520	17738489	120829498	ENSGACG00000005021	ENSG00000169914	0.183934634	S4	1n-2n
NC_053223.1	15376303	15380347	rna-XM_040193642.1	g4604.t1	chr12	17740045	17743299	120829501	ENSGACG00000004981	ENSG00000116752	0.579855003	S4	2n
NC_053223.1	15381029	15405761	rna-XM_040193628.1	g4605.t1	chr12	17744298	17768652	120829494	ENSGACG00000004973	ENSG00000197323	0.64890231	S4	2n
NC_053223.1	15434517	15444024	rna-XM_040193636.1	g4609.t1	chr12	17799308	17809738	120829497	ENSGACG00000004911	ENSG00000156711	0.1857427	S4	2n
NC_053223.1	15530946	15596992	rna-XM_040192987.1	g4611.t1	chr12	17902836	17975032	120829137	ENSGACG00000004869	ENSG00000198793	0.997612705	S4	2n
NC_053223.1	15617731	15801428	rna-XM_040192284.1	g4612.t1	chr12	17987715	18200026	120828744	ENSGACG00000004839	ENSG00000188157	0.026450221	S4	1n-2n
NC_053223.1	15841410	15844677	rna-XM_040193581.1	g4614.t1	chr12	18245630	18246337	120829466	ENSGACG00000036651	ENSG00000237330	0.011810781	S4	2n
NC_053223.1	16499842	16506641	rna-XM_040192394.1	g4624.t1	chr12	18936869	18943159	120828796	ENSGACG00000004734	ENSG00000131061	0.116496294	S4	2n
NC_053223.1	16506952	16514202	rna-XM_040192397.1	g4625.t1	chr12	18944900	18948007	120828798	ENSGACG00000004732	ENSG00000101412	0.64041265	S4	1n-2n
NC_053223.1	16576578	16610004	rna-XM_040193559.1	g4627.t1	chr12	18994718	19031866	120829454	ENSGACG00000004681	ENSG00000132792	0.681150698	S4	2n
NC_053223.1	16644927	16659461	rna-XM_040192786.1	g4629.t1	chr12	19078946	19094064	120829034	ENSGACG00000004667	ENSG00000101407	0.103468443	S4	2n
NC_053223.1	16659855	16663770	rna-XM_040192789.1	g4630.t1	chr12	19095840	19099623	120829036	ENSGACG00000004662	ENSG00000197114	0.019253633	S4	2n
NC_053223.1	16666756	16675958	rna-XM_040192788.1	g4631.t1	chr12	19104915	19112318	120829035	ENSGACG00000004655	ENSG00000101204	0.164276334	S4	1n-2n
NC_053223.1	16726478	16786573	rna-XM_040194209.1	g4634.t1	chr12	19193291	19251244	120829787	ENSGACG00000004620	ENSG00000124126	0.098716981	S4	1n-2n
NC_053223.1	16787613	16805597	rna-XM_040194212.1	g4635.t1	chr12	19254309	19269627	120829788	ENSGACG00000004605	ENSG00000170471	0.587612363	S4	1n
NC_053223.1	16825533	16833153	rna-XM_040194297.1	g4637.t1	chr12	19291577	19299211	120829816	ENSGACG00000004585	ENSG00000162542	0.052206698	S4	1n
NC_053223.1	16834596	16839986	rna-XM_040194515.1	g4638.t1	chr12	19300033	19304477	120829909	ENSGACG00000031727	ENSG00000158748	0.112875664	S4	1n
NC_053223.1	16844019	16847012	rna-XM_040194518.1	g4640.t1	chr12	19309959	19311754	120829911	ENSGACG00000004553	ENSG00000052723	0.49353266	S4	1n
NC_053223.1	16847761	16862458	rna-XM_040194503.1	g4641.t7	chr12	19317419	19326627	120829908	ENSGACG00000004544	ENSG00000009307	0.731499352	S4	1n
NC_053223.1	16867798	16878521	rna-XM_040194079.1	g4643.t1	chr12	19335592	19344900	120829718	ENSGACG00000004467	ENSG00000116748	0.217023192	S4	1n
NC_053223.1	16879439	16895702	rna-XM_040193872.1	g4644.t1	chr12	19349025	19362098	120829605	ENSGACG00000004454	ENSG00000175984	0.362340086	S4	1n
NC_053223.1	16899391	16917752	rna-XM_040193684.1	g4645.t1	chr12	19376202	19384143	120829519	ENSGACG00000004451	ENSG00000101187	0.017798406	S4	1n
NC_053223.1	16952983	16975670	rna-XM_040194146.1	g4646.t1	chr12	19484492	19504771	120829761	ENSGACG00000004431	ENSG00000101188	0.56315132	S4	2n
NC_053223.1	17040945	17047140	rna-XM_040193949.1	g4651.t1	chr12	19591696	19596427	120829652	ENSGACG00000004309	ENSG00000088833	0.240945577	S4	2n
NC_053223.1	17115177	17119296	rna-XM_040192187.1	g4653.t2	chr12	19655862	19658685	120828690	ENSGACG00000004286	ENSG00000131055	0.041772972	S4	1n-2n
NC_053223.1	17142476	17162893	rna-XM_040192183.1	g4655.t1	chr12	19683737	19704210	120828687	ENSGACG00000004260	ENSG00000124198	0.303924468	S4	2n
NC_053223.1	17196840	17199704	rna-XM_040193576.1	g4658.t1	chr12	19735497	19737857	120829463	ENSGACG00000004245	ENSG00000000419	0.42749543	S4	2n
NC_053223.1	17227991	17234881	rna-XM_040192741.1	g4660.t1	chr12	19769966	19775756	120829013	ENSGACG00000023720	ENSG00000080189	0.175115057	S4	2n
NC_053223.1	17235114	17235765	rna-XM_040192746.1	g4661.t1	chr12	19776997	19777374	120829017	ENSGACG00000037416	ENSG00000197780	0.451321828	S4	2n
NC_053223.1	17354091	17375409	rna-XM_040192265.1	g4667.t3	chr12	19904172	19927759	120828734	ENSGACG00000004155	ENSG00000172046	0.239556503	S4	1n-2n
NC_053223.1	17654646	17658159	rna-XM_040193826.1	g4673.t1	chr12	20313338	20315252	120829577	ENSGACG00000004133	ENSG00000137193	0.259171251	S4	2n
NC_053223.1	17674932	17681893	rna-XM_040192573.1	g4674.t1	chr12	20332247	20338214	120828899	ENSGACG00000004127	ENSG00000100983	0.304624522	S4	1n-2n
NC_053223.1	17713095	17720835	rna-XM_040193868.1	g4679.t1	chr12	20383749	20390467	120829602	ENSGACG00000004087	ENSG00000145945	0.021683655	S4	2n
NC_053223.1	17743368	17748050	rna-XM_040192577.1	g4683.t1	chr12	20418763	20422368	120828902	ENSGACG00000004023	ENSG00000134291	0.051178787	S4	2n
NC_053223.1	18163108	18172266	rna-XM_040192410.1	g4698.t1	chr12	20941758	20947646	120828803	ENSGACG00000003708	ENSG00000101350	0.368015892	S4	2n
NC_053223.1	18172379	18176860	rna-XM_040192411.1	g4699.t1	chr12	20949657	20953811	120828804	ENSGACG00000003706	ENSG00000101346	0.452999668	S4	1n-2n
NC_053223.1	18223950	18240800	rna-XM_040192451.1	g4701.t1	chr12	21007021	21018748	120828827	ENSGACG00000003663	ENSG00000101337	0.331725265	S4	2n
NC_053223.1	18240887	18255001	rna-XM_040192454.1	g4702.t1	chr12	21020797	21027885	120828828	ENSGACG00000003658	ENSG00000101336	0.276976994	S4	2n
NC_053223.1	18257427	18266979	rna-XM_040194332.1	g4703.t1	chr12	21041649	21060936	120829830	ENSGACG00000003654	ENSG00000130701	0.002687582	S4	2n
NC_053223.1	18296314	18302768	rna-XM_040194365.1	g4704.t2	chr12	21083503	21088165	120829846	ENSGACG00000003649	ENSG00000130700	0.258894148	S4	2n
NC_053223.1	18497050	18505105	rna-XM_040192412.1	g4707.t1	chr12	21282241	21288910	120828805	ENSGACG00000003620	ENSG00000101216	0.057032558	S4	2n
NC_053223.1	18505478	18507158	rna-XM_040192417.1	g4708.t1	chr12	21290630	21291618	120828807	ENSGACG00000003616	ENSG00000101327	0.173366296	S4	2n
NC_053223.1	18589447	18598541	rna-XM_040193077.1	g4711.t2	chr12	21398793	21405781	120829174	ENSGACG00000003596	ENSG00000112079	0.934184484	S4	2n
NC_053223.1	18600614	18622889	rna-XM_040193069.1	g4712.t2	chr12	21408389	21432710	120829172	ENSGACG00000003580	ENSG00000162777	0.181786297	S4	1n-2n
NC_053223.1	19289093	19300306	rna-XM_040193134.1	g4719.t2	chr12	21917470	21926641	120829197	ENSGACG00000012645	ENSG00000011021	0.226395258	S3	1n-2n
NC_053223.1	19300975	19309683	rna-XM_040193144.1	g4720.t1	chr12	21928107	21941602	120829205	ENSGACG00000012633	ENSG00000177000	0.736730973	S3	1n-2n
NC_053223.1	19483226	19492523	rna-XM_040193146.1	g4723.t1	chr12	22013570	22022029	120829206	ENSGACG00000013344	ENSG00000101997	0.132061966	S3	2n
NC_053223.1	19493772	19502275	rna-XM_040193135.1	g4724.t1	chr12	22023616	22029685	120829198	ENSGACG00000027291	ENSG00000068354	0.102103944	S3	2n
NC_053223.1	19504828	19520483	rna-XM_040193117.1	g4726.t2	chr12	22036195	22057026	120829191	ENSGACG00000013324	ENSG00000258366	0.014523657	S3	1n-2n
NC_053223.1	19531280	19539886	rna-XM_040193165.1	g4729.t1	chr12	22075484	22081984	120829215	ENSGACG00000013289	ENSG00000179051	0.428650747	S3	2n
NC_053223.1	19566658	19572690	rna-XM_040193148.1	g4732.t1	chr12	22113957	22117908	120829207	ENSGACG00000013277	ENSG00000116685	0.052786762	S3	1n-2n
NC_053223.1	19572824	19584465	rna-XM_040193139.1	g4733.t1	chr12	22124415	22135556	120829202	ENSGACG00000013243	ENSG00000083444	0.277959091	S3	1n-2n
NC_053223.1	19584701	19591390	rna-XM_040193140.1	g4734.t1	chr12	22137487	22146290	120829203	ENSGACG00000030997	ENSG00000088325	0.481532939	S3	1n-2n
NC_053223.1	19593762	19601059	rna-XM_040193185.1	g4735.t2	chr12	22146831	22149813	120829222	ENSGACG00000013239	ENSG00000203880	0.129323658	S3	1n-2n
NC_053223.1	19690147	19702306	rna-XM_040193162.1	g4737.t2	chr12	22251384	22258732	120829214	ENSGACG00000013207	ENSG00000065491	0.465976142	S3	2n
NC_053223.1	19707519	19710573	rna-XM_040193220.1	g4741.t1	chr12	22275549	22278317	120829247	ENSGACG00000013176	ENSG00000158604	0.155803186	S3	2n
NC_053223.1	19710686	19717607	rna-XM_040193153.1	g4742.t1	chr12	22280137	22288367	100174893	ENSGACG00000013173	ENSG00000269335	0.159689771	S3	2n
NC_053223.1	19718471	19723148	rna-XM_040193196.1	g4744.t1	chr12	22291052	22295489	120829230	ENSGACG00000013165	ENSG00000179918	0.094751425	S3	1n-2n
NC_053223.1	19724483	19732197	rna-XM_040193136.1	g4745.t1	chr12	22298505	22318124	120829199	ENSGACG00000013155	ENSG00000134262	0.162607738	S3	1n-2n
NC_053223.1	19810955	19813644	rna-XM_040193156.1	g4749.t1	chr12	22406330	22408051	120829210	ENSGACG00000028729	ENSG00000001497	0.049218753	S3	2n
NC_053223.1	20029716	20052837	rna-XM_040194201.1	g4755.t1	chr12	22444169	22468694	120829783	ENSGACG00000013098	ENSG00000196924	0.71803245	S3	2n
NC_053223.1	20164148	20234943	rna-XM_040193420.1	g4758.t2	chr12	22525314	22615496	120829382	ENSGACG00000013018	ENSG00000067606	0.349066958	S3	1n-2n
NC_053223.1	20254010	20303227	rna-XM_040192727.1	g4760.t2	chr12	22638173	22693569	120829007	ENSGACG00000013007	ENSG00000157933	0.223175636	S3	1n-2n
NC_053223.1	20579554	20582986	rna-XM_040193435.1	g4766.t1	chr12	23365316	23367810	120829390	ENSGACG00000028318	ENSG00000157911	0.01282074	S3	1n-2n
NC_053223.1	20585380	20597865	rna-XM_040193433.1	g4767.t2	chr12	23394908	23411221	120829389	ENSGACG00000001234	ENSG00000102032	0.054681776	S3	1n-2n
NC_053223.1	19124530	19167915	rna-XM_040193104.1	g4770.t3	chr12	23605370	23659018	120829187	ENSGACG00000012683	ENSG00000048707	0.36779328	S3	2n
NC_053223.1	19114644	19120646	rna-XM_040193198.1	g4772.t1	chr12	23671677	23675114	120829232	ENSGACG00000012700	ENSG00000162494	0.10005936	S3	2n
NC_053223.1	19058815	19061452	rna-XM_040193215.1	g4776.t1	chr12	23800599	23803251	120829242	ENSGACG00000012751	ENSG00000182400	0.630712614	S3	1n-2n
NC_053223.1	19016018	19024241	rna-XM_040193189.1	g4778.t1	chr12	23854207	23855391	120829226	ENSGACG00000027702	ENSG00000184194	0.169490988	S3	2n
NC_053223.1	19006287	19014204	rna-XM_040193187.1	g4779.t1	chr12	23881869	23889992	120829224	ENSGACG00000012784	ENSG00000101945	0.524117825	S3	1n-2n
NC_053223.1	18960076	18971810	rna-XM_040193107.1	g4783.t2	chr12	23984149	24003519	120829188	ENSGACG00000012822	ENSG00000171456	0.399812505	S3	1n-2n
NC_053223.1	18927313	18942377	rna-XM_040193137.1	g4785.t1	chr12	24019883	24043584	120829200	ENSGACG00000012833	ENSG00000116688	0.591887557	S3	1n-2n
NC_053223.1	18761324	18773307	rna-XM_040193188.1	g4791.t1	chr12	24442299	24446822	120829225	ENSGACG00000036450	ENSG00000158796	0.452894792	S3	2n
NC_053230.1	1776327	1847740	rna-XM_040162712.1	g10430.t2	chr19	116933	202166	120809111	ENSGACG00000037210	ENSG00000179588	0.0333458	S2	1n-2n
NC_053230.1	1735038	1754369	rna-XM_040162563.1	g10432.t1	chr19	255989	267888	120809038	ENSGACG00000002538	ENSG00000135709	0.076353431	S2	1n
NC_053230.1	1701897	1712717	rna-XM_040162699.1	g10435.t1	chr19	331407	342554	120809101	ENSGACG00000002529	ENSG00000261609	0.138066353	S2	1n
NC_053230.1	1670396	1695290	rna-XM_040162522.1	g10436.t1	chr19	354100	382320	120809025	ENSGACG00000002527	ENSG00000153815	0.418037161	S2	1n-2n
NC_053230.1	1636068	1646628	rna-XM_040163182.1	g10439.t1	chr19	405331	418607	120809405	ENSGACG00000002515	ENSG00000177963	0.023059268	S2	1n
NC_053230.1	1509566	1514994	rna-XM_040163289.1	g10445.t1	chr19	619909	623579	120809468	ENSGACG00000030774	ENSG00000170946	0.279841851	S2	1n
NC_053230.1	1436835	1448069	rna-XM_040162406.1	g10448.t1	chr19	696233	706202	120808980	ENSGACG00000002476	ENSG00000197601	0.643473314	S2	1n
NC_053230.1	1419605	1426373	rna-XM_040162294.1	g10451.t2	chr19	748537	768364	120808938	ENSGACG00000002457	ENSG00000166394	0.057621137	S2	1n
NC_053230.1	3696761	3738884	rna-XM_040163295.1	g10469.t1	chr19	1280938	1349370	120809472	ENSGACG00000030803	ENSG00000170743	0.538155711	S2	1n
NC_053230.1	3759989	3765132	rna-XM_040163644.1	g10470.t1	chr19	1442513	1452941	120809664	ENSGACG00000003368	ENSG00000183801	0.096739969	S2	1n
NC_053230.1	742319	756487	rna-XM_040162935.1	g10485.t1	chr19	2004156	2037095	120809256	ENSGACG00000002134	ENSG00000168807	0.592947409	S2	1n
NC_053230.1	734409	740669	rna-XM_040162930.1	g10487.t1	chr19	2059531	2065575	120809252	ENSGACG00000002120	ENSG00000132612	0.461978177	S2	1n
NC_053230.1	729348	734644	rna-XM_040162931.1	g10488.t1	chr19	2067414	2074414	120809253	ENSGACG00000002114	ENSG00000185324	0.099233006	S2	1n
NC_053230.1	722184	727153	rna-XM_040162933.1	g10490.t1	chr19	2076903	2082494	120809254	ENSGACG00000029002	ENSG00000131165	0.227901965	S2	1n
NC_053230.1	718228	720305	rna-XM_040162928.1	g10491.t1	chr19	2092621	2094024	120809251	ENSGACG00000024157	ENSG00000126903	0.040852637	S2	1n
NC_053230.1	611469	634019	rna-XM_040161622.1	g10495.t1	chr19	2147470	2182241	120808618	ENSGACG00000000452	ENSG00000075399	0.030388743	S2	1n
NC_053230.1	592211	594142	rna-XM_040161651.1	g10500.t1	chr19	2231430	2232243	120808626	ENSGACG00000030010	ENSG00000258429	0.027947272	S2	1n
NC_053230.1	578759	586044	rna-XM_040161642.1	g10502.t1	chr19	2241179	2247680	120808622	ENSGACG00000000464	ENSG00000198650	0.948524499	S2	1n
NC_053230.1	534065	548910	rna-XM_040161621.1	g10508.t1	chr19	2312702	2338684	120808617	ENSGACG00000000483	ENSG00000197943	0.32771221	S2	1n
NC_053230.1	529931	533092	rna-XM_040161653.1	g10509.t1	chr19	2340646	2342112	120808628	ENSGACG00000034219	ENSG00000166822	0.46815827	S2	1n
NC_053230.1	3466402	3544918	rna-XM_040162871.1	g10514.t4	chr19	2754401	2843167	120809220	ENSGACG00000003338	ENSG00000110427	0.047666132	S2	1n
NC_053230.1	3411178	3427068	rna-XM_040163773.1	g10518.t1	chr19	2897750	2915009	120809742	ENSGACG00000036003	ENSG00000186714	0.059934453	S2	1n
